From	To
O60449	9606.ENSP00000263636
Q9UP83	9606.ENSP00000297135
O43521	9606.ENSP00000376943
Q13454	9606.ENSP00000424544
P14174	9606.ENSP00000215754
Q9UBS0	9606.ENSP00000308413
P54646	9606.ENSP00000360290
P08F94	9606.ENSP00000360158
Q9ULM3	9606.ENSP00000306983
Q99102	9606.ENSP00000417498
Q5HYW2	9606.ENSP00000424079
O95622	9606.ENSP00000419361
Q8WUD1	9606.ENSP00000380869
Q96AT9	9606.ENSP00000352401
Q9Y5N6	9606.ENSP00000219097
P04798	9606.ENSP00000369050
P04839	9606.ENSP00000367851
P14621	9606.ENSP00000378161
Q9H0P0	9606.ENSP00000484415
Q9GZN1	9606.ENSP00000188312
Q7LBR1	9606.ENSP00000432279
Q00537	9606.ENSP00000261211
Q5XXA6	9606.ENSP00000347454
Q9H993	9606.ENSP00000356263
Q9Y3T6	9606.ENSP00000265806
Q8NDZ0	9606.ENSP00000369372
Q96L93	9606.ENSP00000384164
Q5VT25	9606.ENSP00000355731
O14562	9606.ENSP00000379217
P10176	9606.ENSP00000321260
Q969W8	9606.ENSP00000376010
O75896	9606.ENSP00000232496
Q99985	9606.ENSP00000265361
Q9NX08	9606.ENSP00000370984
Q9H7U1	9606.ENSP00000361160
Q15124	9606.ENSP00000379678
Q9Y2H2	9606.ENSP00000354519
O60308	9606.ENSP00000367476
Q9UKN7	9606.ENSP00000205890
Q96LW7	9606.ENSP00000364613
Q15853	9606.ENSP00000222305
O14910	9606.ENSP00000447488
Q9H9Y2	9606.ENSP00000359688
O60244	9606.ENSP00000323720
Q9NRY4	9606.ENSP00000385720
Q6ZW49	9606.ENSP00000384048
Q06330	9606.ENSP00000345206
P14060	9606.ENSP00000358421
O75128	9606.ENSP00000378912
Q96BW9	9606.ENSP00000398596
Q9H8J5	9606.ENSP00000438205
Q9UHD2	9606.ENSP00000329967
Q15723	9606.ENSP00000377782
Q9NZD8	9606.ENSP00000204566
Q6ZRK6	9606.ENSP00000335325
P51513	9606.ENSP00000438875
Q969G6	9606.ENSP00000365926
Q02447	9606.ENSP00000310301
Q8WWV3	9606.ENSP00000358059
Q9H082	9606.ENSP00000306496
Q14964	9606.ENSP00000322594
P78552	9606.ENSP00000360730
Q96F85	9606.ENSP00000263655
Q92575	9606.ENSP00000272638
O15347	9606.ENSP00000359393
P46776	9606.ENSP00000346015
P20648	9606.ENSP00000262623
Q9Y2Y9	9606.ENSP00000302456
Q8WZA0	9606.ENSP00000366430
Q9Y587	9606.ENSP00000216366
Q14686	9606.ENSP00000363929
Q58EX2	9606.ENSP00000376421
Q03188	9606.ENSP00000273853
Q9BS18	9606.ENSP00000421842
Q8TC44	9606.ENSP00000323302
Q9Y303	9606.ENSP00000391596
Q9Y274	9606.ENSP00000480884
P05387	9606.ENSP00000322419
Q9NZJ6	9606.ENSP00000254759
Q16718	9606.ENSP00000417142
P40189	9606.ENSP00000370698
O00750	9606.ENSP00000356155
P35555	9606.ENSP00000325527
Q96AE7	9606.ENSP00000039989
Q7Z6I6	9606.ENSP00000356992
P52895	9606.ENSP00000370129
Q9H7X7	9606.ENSP00000320359
Q8N2H3	9606.ENSP00000359607
Q9UBX0	9606.ENSP00000295934
Q8TED1	9606.ENSP00000423822
Q96GX5	9606.ENSP00000365107
Q9H4L7	9606.ENSP00000351947
Q96CB9	9606.ENSP00000419740
Q4KWH8	9606.ENSP00000345988
Q8ND90	9606.ENSP00000318914
O60238	9606.ENSP00000370003
Q12983	9606.ENSP00000357625
P13598	9606.ENSP00000415283
Q9Y2I7	9606.ENSP00000264380
P49815	9606.ENSP00000219476
Q9P0Z9	9606.ENSP00000317721
Q8NCF5	9606.ENSP00000324792
P36405	9606.ENSP00000260746
Q8TCB0	9606.ENSP00000359783
P52429	9606.ENSP00000284061
O00258	9606.ENSP00000327716
P29016	9606.ENSP00000357150
P16220	9606.ENSP00000387699
Q9UG56	9606.ENSP00000371586
Q15620	9606.ENSP00000330280
Q86Y07	9606.ENSP00000408002
Q9BXL5	9606.ENSP00000480020
Q9UGL1	9606.ENSP00000356234
Q9H6B1	9606.ENSP00000281523
P22694	9606.ENSP00000359719
Q9Y6Q5	9606.ENSP00000250244
O95396	9606.ENSP00000244051
Q9H171	9606.ENSP00000360215
O43482	9606.ENSP00000220514
Q49AH0	9606.ENSP00000419395
O25093	85962.C694_01650
Q14865	9606.ENSP00000279873
Q5VZ89	9606.ENSP00000473565
Q6ICG6	9606.ENSP00000251993
Q9NVX2	9606.ENSP00000413572
Q3SY77	9606.ENSP00000282507
Q96N64	9606.ENSP00000305151
P82921	9606.ENSP00000461930
Q9UPN7	9606.ENSP00000414202
Q9NWX5	9606.ENSP00000277458
Q9NZQ7	9606.ENSP00000370989
Q6PIW4	9606.ENSP00000410811
Q6UY14	9606.ENSP00000358035
Q5RI15	9606.ENSP00000406327
Q9Y232	9606.ENSP00000380718
Q15427	9606.ENSP00000271628
Q9UPW5	9606.ENSP00000338512
P00326	9606.ENSP00000426083
Q9UJC3	9606.ENSP00000360252
Q9BTA9	9606.ENSP00000346986
P55061	9606.ENSP00000389277
O14638	9606.ENSP00000406261
Q9Y5Z9	9606.ENSP00000366006
Q8NDL9	9606.ENSP00000353249
Q8NDX1	9606.ENSP00000245796
Q15819	9606.ENSP00000428209
P19634	9606.ENSP00000263980
Q8NHP6	9606.ENSP00000369860
Q7Z401	9606.ENSP00000391167
Q7Z2W9	9606.ENSP00000354580
P78524	9606.ENSP00000433528
Q9C0B6	9606.ENSP00000354481
Q13885	9606.ENSP00000369703
P68371	9606.ENSP00000341289
Q9BVA1	9606.ENSP00000259818
Q9NX47	9606.ENSP00000351813
Q5T3J3	9606.ENSP00000358778
Q02750	9606.ENSP00000302486
O75884	9606.ENSP00000336866
Q96MH6	9606.ENSP00000395204
Q9Y3P8	9606.ENSP00000259608
Q16514	9606.ENSP00000263974
Q9Y2Z2	9606.ENSP00000402038
P19793	9606.ENSP00000419692
P42658	9606.ENSP00000367001
Q9H0F7	9606.ENSP00000337722
O15504	9606.ENSP00000258742
Q9H967	9606.ENSP00000263795
Q7Z6V5	9606.ENSP00000237283
Q06828	9606.ENSP00000347041
Q96MY1	9606.ENSP00000483523
Q58EX7	9606.ENSP00000353646
Q9Y6N1	9606.ENSP00000299335
O00220	9606.ENSP00000221132
Q8NE09	9606.ENSP00000354109
Q9UMR2	9606.ENSP00000288071
Q9BPW4	9606.ENSP00000338260
Q9HD89	9606.ENSP00000221515
O75528	9606.ENSP00000307684
Q9BX67	9606.ENSP00000299106
Q5T601	9606.ENSP00000360299
O14686	9606.ENSP00000301067
Q9HCM3	9606.ENSP00000416040
P49116	9606.ENSP00000483059
Q562E7	9606.ENSP00000386609
P59190	9606.ENSP00000267512
Q9BV73	9606.ENSP00000380661
Q9Y3C0	9606.ENSP00000240079
Q5W111	9606.ENSP00000354774
Q3ZCW2	9606.ENSP00000238875
Q9H0A6	9606.ENSP00000385285
Q53LP3	9606.ENSP00000365830
Q9UJX4	9606.ENSP00000261819
Q9NXE8	9606.ENSP00000478070
Q9Y233	9606.ENSP00000438284
Q9BXX2	9606.ENSP00000351875
P57075	9606.ENSP00000317327
Q9C0F1	9606.ENSP00000389427
P31994	9606.ENSP00000351497
Q8WUX9	9606.ENSP00000380794
Q9Y657	9606.ENSP00000365019
Q9NVA4	9606.ENSP00000296582
Q9NWZ3	9606.ENSP00000390651
Q8TC26	9606.ENSP00000281924
Q8WY91	9606.ENSP00000385006
Q96FF9	9606.ENSP00000275517
Q8IVT5	9606.ENSP00000381958
O15239	9606.ENSP00000360492
O14646	9606.ENSP00000483667
Q68CZ1	9606.ENSP00000369257
Q9NP80	9606.ENSP00000410804
Q96DX5	9606.ENSP00000369855
Q96KR6	9606.ENSP00000360437
O95428	9606.ENSP00000345395
Q9NPR2	9606.ENSP00000394720
Q9GZZ9	9606.ENSP00000348565
Q96FC7	9606.ENSP00000362987
P35609	9606.ENSP00000443495
Q9NXR7	9606.ENSP00000343412
Q96QS3	9606.ENSP00000368332
Q9P1W8	9606.ENSP00000305529
Q9UNE0	9606.ENSP00000258443
Q12972	9606.ENSP00000311677
P45984	9606.ENSP00000394560
Q86SQ4	9606.ENSP00000356581
Q70IA6	9606.ENSP00000328694
Q6XUX3	9606.ENSP00000356130
Q96AA3	9606.ENSP00000296292
Q9NSY1	9606.ENSP00000334836
Q9HCM2	9606.ENSP00000352882
O43914	9606.ENSP00000262629
Q03013	9606.ENSP00000358851
Q15526	9606.ENSP00000361042
Q13432	9606.ENSP00000337040
P06858	9606.ENSP00000309757
P98095	9606.ENSP00000384169
Q5K651	9606.ENSP00000369292
P49761	9606.ENSP00000378505
P51825	9606.ENSP00000378578
P0C091	9606.ENSP00000332886
Q96Q83	9606.ENSP00000302232
Q8NEZ4	9606.ENSP00000262189
Q15223	9606.ENSP00000264025
P61218	9606.ENSP00000403852
Q9Y4F1	9606.ENSP00000471242
Q9NYQ6	9606.ENSP00000262738
Q96EW2	9606.ENSP00000302562
Q86WQ0	9606.ENSP00000402756
O14983	9606.ENSP00000349595
P56157	85962.C694_07560
Q8IY31	9606.ENSP00000464443
Q9UGC7	9606.ENSP00000356202
P32321	9606.ENSP00000349576
P45877	9606.ENSP00000303057
P56962	9606.ENSP00000259400
Q9UL40	9606.ENSP00000350869
P78504	9606.ENSP00000254958
P19075	9606.ENSP00000377003
O75964	9606.ENSP00000300688
Q9HAP2	9606.ENSP00000312834
Q8N465	9606.ENSP00000315351
O75251	9606.ENSP00000233627
Q8TAD4	9606.ENSP00000379836
Q4G176	9606.ENSP00000479130
Q13291	9606.ENSP00000306190
Q07820	9606.ENSP00000358022
Q9UBR2	9606.ENSP00000217131
P51157	9606.ENSP00000328551
O94916	9606.ENSP00000457593
Q4KMQ2	9606.ENSP00000409126
Q6ZMW3	9606.ENSP00000348842
O95081	9606.ENSP00000300176
P21127	9606.ENSP00000464036
Q99807	9606.ENSP00000322316
Q8IY95	9606.ENSP00000305069
Q9UIB8	9606.ENSP00000312367
O43639	9606.ENSP00000233154
P21817	9606.ENSP00000352608
P10620	9606.ENSP00000379512
Q9BW62	9606.ENSP00000369989
P14416	9606.ENSP00000354859
Q38SD2	9606.ENSP00000373600
Q9NZU0	9606.ENSP00000367292
Q9BUZ4	9606.ENSP00000262395
Q2VIR3	9606.ENSP00000445077
O00757	9606.ENSP00000364486
P41594	9606.ENSP00000306138
Q9UM13	9606.ENSP00000478501
Q9H8P0	9606.ENSP00000264228
O14810	9606.ENSP00000305613
Q14324	9606.ENSP00000350332
Q15053	9606.ENSP00000464040
Q96PU5	9606.ENSP00000383199
Q9BYW2	9606.ENSP00000386759
P27930	9606.ENSP00000330959
Q969F1	9606.ENSP00000357863
P68400	9606.ENSP00000217244
Q96JB3	9606.ENSP00000387757
P09619	9606.ENSP00000261799
Q15629	9606.ENSP00000262213
Q8WVI7	9606.ENSP00000280295
P35556	9606.ENSP00000424571
Q12884	9606.ENSP00000188790
O60293	9606.ENSP00000368017
P40879	9606.ENSP00000345873
P55008	9606.ENSP00000365227
Q9BTX1	9606.ENSP00000360483
P60985	9606.ENSP00000339251
O43292	9606.ENSP00000347206
Q9UHP9	9606.ENSP00000368808
Q8N3K9	9606.ENSP00000394770
P15336	9606.ENSP00000264110
Q9UQ84	9606.ENSP00000355506
P41567	9606.ENSP00000419449
Q9H7B2	9606.ENSP00000402338
Q96RY7	9606.ENSP00000406012
Q9C002	9606.ENSP00000341610
Q8N4Q1	9606.ENSP00000295767
P22492	9606.ENSP00000341214
P56181	9606.ENSP00000346196
Q9ULQ0	9606.ENSP00000249344
Q9P2B4	9606.ENSP00000271277
Q9H7Z6	9606.ENSP00000406037
O14933	9606.ENSP00000287156
Q8N668	9606.ENSP00000308236
Q6ZU15	9606.ENSP00000373627
P62847	9606.ENSP00000414321
Q96DX4	9606.ENSP00000443176
Q9H3Y8	9606.ENSP00000359198
P16671	9606.ENSP00000399421
Q9H361	9606.ENSP00000281589
P51587	9606.ENSP00000369497
Q9BYC9	9606.ENSP00000341082
Q5TBB1	9606.ENSP00000337623
P01266	9606.ENSP00000220616
Q9NXX6	9606.ENSP00000358019
O60487	9606.ENSP00000278937
O15228	9606.ENSP00000355607
Q9Y2G8	9606.ENSP00000365007
Q96IX5	9606.ENSP00000358840
P61927	9606.ENSP00000274242
A8MTT3	9606.ENSP00000384331
Q8NDV3	9606.ENSP00000350036
E7ERA6	9606.ENSP00000410533
P36955	9606.ENSP00000254722
Q16254	9606.ENSP00000368686
Q92828	9606.ENSP00000343746
Q9Y4J8	9606.ENSP00000470152
P17302	9606.ENSP00000282561
Q6ISB3	9606.ENSP00000251808
Q6PI26	9606.ENSP00000315182
Q8NFZ5	9606.ENSP00000321203
Q99666	9606.ENSP00000016946
O95716	9606.ENSP00000222120
Q9HD23	9606.ENSP00000399585
Q96PE2	9606.ENSP00000263674
Q14145	9606.ENSP00000171111
Q14207	9606.ENSP00000278612
P09958	9606.ENSP00000483552
O60245	9606.ENSP00000441802
Q9HA92	9606.ENSP00000258955
Q8WX94	9606.ENSP00000467123
P46531	9606.ENSP00000277541
Q9NZC7	9606.ENSP00000457230
P18564	9606.ENSP00000283249
O75462	9606.ENSP00000376188
O14931	9606.ENSP00000342156
Q9NVH2	9606.ENSP00000355961
O75914	9606.ENSP00000353864
Q9HB09	9606.ENSP00000482218
Q9H4B8	9606.ENSP00000268793
O96006	9606.ENSP00000370621
P51810	9606.ENSP00000417161
Q99549	9606.ENSP00000355388
Q9HD15	9606.ENSP00000337513
Q86WN1	9606.ENSP00000399259
Q9BV79	9606.ENSP00000263702
Q6XD76	9606.ENSP00000345420
Q9BSF4	9606.ENSP00000270502
Q6P1X6	9606.ENSP00000436621
Q6UX07	9606.ENSP00000368173
Q9BTZ2	9606.ENSP00000326219
Q53FT3	9606.ENSP00000278483
Q12830	9606.ENSP00000307208
Q6ZS81	9606.ENSP00000320563
Q96R06	9606.ENSP00000323300
Q6R2W3	9606.ENSP00000395259
Q8N5J2	9606.ENSP00000354669
Q9Y3C5	9606.ENSP00000242719
O96004	9606.ENSP00000231121
Q92839	9606.ENSP00000222115
Q9H1K4	9606.ENSP00000329033
Q9UBV7	9606.ENSP00000029410
P33076	9606.ENSP00000485010
Q96EN8	9606.ENSP00000261326
Q9BYX4	9606.ENSP00000263642
O60504	9606.ENSP00000240123
Q8IW41	9606.ENSP00000449381
Q8TD08	9606.ENSP00000337691
Q9Y6H1	9606.ENSP00000378812
Q14533	9606.ENSP00000369349
Q8NEC7	9606.ENSP00000422354
Q9H3H5	9606.ENSP00000386597
O15260	9606.ENSP00000361057
Q8WZ73	9606.ENSP00000326170
Q86YV9	9606.ENSP00000299238
Q70Z53	9606.ENSP00000360488
Q9H8G2	9606.ENSP00000369431
Q5VT06	9606.ENSP00000356579
O95249	9606.ENSP00000225724
Q9NQW1	9606.ENSP00000359370
O43583	9606.ENSP00000280557
O15554	9606.ENSP00000262888
Q8NHZ8	9606.ENSP00000363322
Q969R2	9606.ENSP00000332576
P41091	9606.ENSP00000253039
Q9UM44	9606.ENSP00000350402
Q8N5R6	9606.ENSP00000381795
Q9H1K0	9606.ENSP00000253699
Q96MZ0	9606.ENSP00000440498
P56524	9606.ENSP00000264606
Q9UKY0	9606.ENSP00000306900
Q7Z3B4	9606.ENSP00000264883
Q8N5G2	9606.ENSP00000363463
O94813	9606.ENSP00000422591
O75094	9606.ENSP00000332164
Q16595	9606.ENSP00000366482
Q5T4B2	9606.ENSP00000361929
P40426	9606.ENSP00000362588
Q9Y4Y9	9606.ENSP00000410758
Q8TDY2	9606.ENSP00000025008
Q9UQ13	9606.ENSP00000358464
P54821	9606.ENSP00000239461
Q9NQX4	9606.ENSP00000261839
P63218	9606.ENSP00000359675
P47813	9606.ENSP00000368927
P01040	9606.ENSP00000264474
O43657	9606.ENSP00000362111
Q8TAV3	9606.ENSP00000310149
Q9UNH6	9606.ENSP00000304429
Q96JH7	9606.ENSP00000309031
O75419	9606.ENSP00000405726
O94964	9606.ENSP00000237536
P80511	9606.ENSP00000357726
Q5MIZ7	9606.ENSP00000483228
Q9P2K8	9606.ENSP00000263791
Q9NW15	9606.ENSP00000292246
Q6UX06	9606.ENSP00000219022
Q6ZMJ2	9606.ENSP00000346990
O95714	9606.ENSP00000261609
Q86XR8	9606.ENSP00000317902
Q9H8U3	9606.ENSP00000287218
Q2I0M4	9606.ENSP00000360597
Q9BVL4	9606.ENSP00000370288
Q01860	9606.ENSP00000259915
Q8WXE0	9606.ENSP00000325355
Q9BSJ6	9606.ENSP00000250056
Q99755	9606.ENSP00000357883
Q9NP66	9606.ENSP00000371133
P23352	9606.ENSP00000262648
Q9P2S5	9606.ENSP00000270708
A0PJW6	9606.ENSP00000303987
Q9BS16	9606.ENSP00000379911
Q9H0V9	9606.ENSP00000366280
P34910	9606.ENSP00000333779
Q6PCB7	9606.ENSP00000252595
Q9Y291	9606.ENSP00000376732
Q9Y343	9606.ENSP00000261369
Q15771	9606.ENSP00000435189
O15360	9606.ENSP00000373952
Q4G148	9606.ENSP00000381666
Q86UN3	9606.ENSP00000335397
Q9NSK7	9606.ENSP00000376103
Q86UT6	9606.ENSP00000387334
O94782	9606.ENSP00000343526
Q9Y6K0	9606.ENSP00000441980
O95497	9606.ENSP00000356905
Q15036	9606.ENSP00000233575
Q06520	9606.ENSP00000222002
Q8WXR4	9606.ENSP00000386213
P21583	9606.ENSP00000228280
Q96BF3	9606.ENSP00000301272
Q12840	9606.ENSP00000408979
Q07092	9606.ENSP00000362776
Q96D05	9606.ENSP00000362376
Q1L5Z9	9606.ENSP00000377086
O94887	9606.ENSP00000264042
Q9NRP7	9606.ENSP00000295709
Q9NRR8	9606.ENSP00000475845
Q6P3R8	9606.ENSP00000347767
Q8WUM9	9606.ENSP00000272542
A2A288	9606.ENSP00000386616
Q9H2H9	9606.ENSP00000449756
Q49B96	9606.ENSP00000342015
Q92918	9606.ENSP00000465039
Q4KMG0	9606.ENSP00000376458
Q8NG68	9606.ENSP00000233336
P28906	9606.ENSP00000310036
Q96T25	9606.ENSP00000267294
Q2TBA0	9606.ENSP00000287777
Q7Z6R9	9606.ENSP00000008391
O95409	9606.ENSP00000365514
P84085	9606.ENSP00000000233
P05108	9606.ENSP00000268053
P35568	9606.ENSP00000304895
Q9HAZ2	9606.ENSP00000270722
A1A5D9	9606.ENSP00000459043
P17152	9606.ENSP00000319992
P31321	9606.ENSP00000385749
Q13402	9606.ENSP00000386331
O15258	9606.ENSP00000475168
P32189	9606.ENSP00000401720
Q9NRS4	9606.ENSP00000477949
Q6P3W7	9606.ENSP00000354061
Q8NCW0	9606.ENSP00000304422
Q16674	9606.ENSP00000263369
Q9H1K1	9606.ENSP00000310623
Q8NB25	9606.ENSP00000342604
Q96RN5	9606.ENSP00000263205
O00471	9606.ENSP00000484855
Q8IY33	9606.ENSP00000297508
O95298	9606.ENSP00000281031
P45452	9606.ENSP00000260302
P08247	9606.ENSP00000263233
A0JLT2	9606.ENSP00000337340
Q9BQ04	9606.ENSP00000433071
Q16650	9606.ENSP00000374205
Q9Y6Y0	9606.ENSP00000356468
Q8N565	9606.ENSP00000484331
Q5T0B9	9606.ENSP00000446335
P20936	9606.ENSP00000274376
Q8IYW5	9606.ENSP00000320898
O43166	9606.ENSP00000450832
Q9GZY4	9606.ENSP00000379218
Q8NEM2	9606.ENSP00000306473
Q16880	9606.ENSP00000311648
O60513	9606.ENSP00000420161
Q14012	9606.ENSP00000256460
P34931	9606.ENSP00000364805
Q9UPY8	9606.ENSP00000233121
Q86XQ3	9606.ENSP00000282611
P60059	9606.ENSP00000388337
Q9BYZ2	9606.ENSP00000302393
O14957	9606.ENSP00000467262
P49917	9606.ENSP00000484288
Q5SZD4	9606.ENSP00000360240
Q9UK55	9606.ENSP00000261994
Q9H2H0	9606.ENSP00000378248
Q6UW32	9606.ENSP00000415823
Q9UIL1	9606.ENSP00000477352
Q9NXJ5	9606.ENSP00000269919
Q8N118	9606.ENSP00000360968
P20783	9606.ENSP00000397297
Q8WW22	9606.ENSP00000378324
P00846	9606.ENSP00000354632
Q8NEW0	9606.ENSP00000359130
Q5T7P8	9606.ENSP00000477344
Q8WXU2	9606.ENSP00000323275
P63165	9606.ENSP00000376077
Q9UHX3	9606.ENSP00000319883
Q9NYJ7	9606.ENSP00000205143
Q8WUR7	9606.ENSP00000403987
Q9UBX7	9606.ENSP00000473047
P53677	9606.ENSP00000428787
P41226	9606.ENSP00000333266
Q5GJ75	9606.ENSP00000328016
Q9H672	9606.ENSP00000328327
O95563	9606.ENSP00000356820
Q96JJ3	9606.ENSP00000290246
Q9NS84	9606.ENSP00000276055
Q9BSJ5	9606.ENSP00000351937
Q8WXG6	9606.ENSP00000310933
O94762	9606.ENSP00000317636
Q5TCS8	9606.ENSP00000410186
Q9UHA2	9606.ENSP00000401115
Q8NEN9	9606.ENSP00000334642
O95365	9606.ENSP00000323670
O95926	9606.ENSP00000236273
Q9Y6I4	9606.ENSP00000369681
Q9Y584	9606.ENSP00000320236
Q9UBN6	9606.ENSP00000310263
Q9NVF7	9606.ENSP00000355827
Q92914	9606.ENSP00000293829
Q6ZVC0	9606.ENSP00000300179
O95294	9606.ENSP00000450244
P62136	9606.ENSP00000326031
Q92629	9606.ENSP00000338343
Q8TF65	9606.ENSP00000359795
Q5QJ74	9606.ENSP00000403925
Q14994	9606.ENSP00000356959
P02042	9606.ENSP00000369654
Q8WXF8	9606.ENSP00000470082
Q8NFP7	9606.ENSP00000365174
Q96G61	9606.ENSP00000365160
Q86U06	9606.ENSP00000352956
Q14392	9606.ENSP00000384126
Q8IY22	9606.ENSP00000446100
Q9NYV9	9606.ENSP00000375095
O95772	9606.ENSP00000009041
Q96JB1	9606.ENSP00000333363
Q5SXM2	9606.ENSP00000298532
Q9H8H2	9606.ENSP00000361232
Q9HAV0	9606.ENSP00000232564
O60880	9606.ENSP00000360181
Q6IN84	9606.ENSP00000481559
Q8NDW4	9606.ENSP00000379208
Q13478	9606.ENSP00000387211
Q5VIR6	9606.ENSP00000401435
Q96BQ5	9606.ENSP00000296824
A4D1P6	9606.ENSP00000346466
Q9H0H0	9606.ENSP00000414237
Q9BWC9	9606.ENSP00000465757
Q9BXP8	9606.ENSP00000356634
Q13415	9606.ENSP00000360623
Q9NV88	9606.ENSP00000429065
Q96BZ9	9606.ENSP00000346139
P62875	9606.ENSP00000324124
Q12894	9606.ENSP00000392316
Q8N6N3	9606.ENSP00000419417
Q13625	9606.ENSP00000341957
Q9NXN4	9606.ENSP00000358451
Q8N4J0	9606.ENSP00000366030
Q7Z4F1	9606.ENSP00000352601
Q96JM7	9606.ENSP00000431962
O95407	9606.ENSP00000359013
Q7Z745	9606.ENSP00000382476
Q9H8M2	9606.ENSP00000419765
Q15788	9606.ENSP00000385216
Q9HCE7	9606.ENSP00000354621
Q96JC1	9606.ENSP00000335193
Q15596	9606.ENSP00000399968
Q13433	9606.ENSP00000269187
Q9BZF3	9606.ENSP00000376293
Q9P0M4	9606.ENSP00000244241
Q8IYH5	9606.ENSP00000359837
P0DJ07	9606.ENSP00000470539
Q9Y2I2	9606.ENSP00000359085
Q9H694	9606.ENSP00000362993
Q9Y4F9	9606.ENSP00000482957
Q9BWE0	9606.ENSP00000417291
Q9Y289	9606.ENSP00000310208
Q9UPZ3	9606.ENSP00000265967
Q9H1D9	9606.ENSP00000366828
Q13309	9606.ENSP00000274255
Q147X3	9606.ENSP00000452521
Q15545	9606.ENSP00000312709
Q8N129	9606.ENSP00000262932
Q9Y3B1	9606.ENSP00000348206
Q8TCD5	9606.ENSP00000245552
Q9UKZ1	9606.ENSP00000289382
O14524	9606.ENSP00000300128
Q9Y4K4	9606.ENSP00000013125
Q9ULF5	9606.ENSP00000386766
Q96HP4	9606.ENSP00000285083
O75352	9606.ENSP00000250124
Q9UBM7	9606.ENSP00000347717
O14939	9606.ENSP00000263088
Q7Z6P3	9606.ENSP00000481054
P23497	9606.ENSP00000343023
Q8IYB5	9606.ENSP00000359484
O14561	9606.ENSP00000458770
Q9NP79	9606.ENSP00000356602
Q9P270	9606.ENSP00000264313
Q53HV7	9606.ENSP00000424191
Q9Y6R0	9606.ENSP00000252891
Q9BTT4	9606.ENSP00000255764
Q96IK1	9606.ENSP00000309644
P36873	9606.ENSP00000341779
Q9BXM0	9606.ENSP00000326018
Q01432	9606.ENSP00000379802
Q9UL42	9606.ENSP00000429344
Q6NTE8	9606.ENSP00000292586
Q11206	9606.ENSP00000436047
Q92752	9606.ENSP00000356646
Q9BXS4	9606.ENSP00000234831
Q96SI1	9606.ENSP00000394390
Q9Y6N6	9606.ENSP00000354360
Q14525	9606.ENSP00000251646
O75459	9606.ENSP00000365320
Q8IY21	9606.ENSP00000377344
Q5SZB4	9606.ENSP00000361556
Q01814	9606.ENSP00000353414
Q9H9H4	9606.ENSP00000267202
Q9UBC9	9606.ENSP00000330391
Q9Y244	9606.ENSP00000370222
Q7Z2E3	9606.ENSP00000400806
Q86WB0	9606.ENSP00000351052
Q6UUV9	9606.ENSP00000345001
P17600	9606.ENSP00000295987
Q9H8V3	9606.ENSP00000376457
O75110	9606.ENSP00000342481
Q96AP7	9606.ENSP00000278927
Q8WWI5	9606.ENSP00000363852
O95084	9606.ENSP00000280258
P15408	9606.ENSP00000264716
Q8NB16	9606.ENSP00000308351
P15173	9606.ENSP00000241651
Q8TBP6	9606.ENSP00000344831
P11055	9606.ENSP00000464317
Q8N4T4	9606.ENSP00000367638
Q9BUW7	9606.ENSP00000362085
P55198	9606.ENSP00000479910
Q9UGU0	9606.ENSP00000352463
Q9BVW5	9606.ENSP00000261881
Q9ULX7	9606.ENSP00000358107
A9YTQ3	9606.ENSP00000323816
Q8IYA6	9606.ENSP00000305204
Q5VWJ9	9606.ENSP00000363349
Q8N8R3	9606.ENSP00000352167
Q5W0U4	9606.ENSP00000363298
Q96KA5	9606.ENSP00000313854
Q9BXJ8	9606.ENSP00000473983
P17643	9606.ENSP00000373570
Q96I76	9606.ENSP00000354645
Q13608	9606.ENSP00000303511
O95475	9606.ENSP00000328596
P63027	9606.ENSP00000314214
Q15836	9606.ENSP00000054666
Q9H0U6	9606.ENSP00000356001
Q86V88	9606.ENSP00000288087
O43379	9606.ENSP00000384792
Q9HBI1	9606.ENSP00000384515
Q15700	9606.ENSP00000365272
Q8N4P3	9606.ENSP00000377814
Q9NP55	9606.ENSP00000346251
Q9NXG0	9606.ENSP00000370021
P51153	9606.ENSP00000357564
Q15311	9606.ENSP00000019317
P11362	9606.ENSP00000393312
Q9BUK0	9606.ENSP00000306425
Q9NZE8	9606.ENSP00000338389
Q63HQ0	9606.ENSP00000274000
Q9NRK6	9606.ENSP00000355637
P37235	9606.ENSP00000483786
O43490	9606.ENSP00000426809
Q9BRK0	9606.ENSP00000367590
P02788	9606.ENSP00000231751
Q92545	9606.ENSP00000186436
Q9Y6M0	9606.ENSP00000005995
P41182	9606.ENSP00000384371
Q9HAC8	9606.ENSP00000359698
Q9UKT4	9606.ENSP00000229758
Q16661	9606.ENSP00000361662
P42857	9606.ENSP00000388823
Q96IW2	9606.ENSP00000446058
Q9UBW7	9606.ENSP00000479904
O95786	9606.ENSP00000369213
P04234	9606.ENSP00000300692
Q99502	9606.ENSP00000342626
P23109	9606.ENSP00000430075
Q8WWW0	9606.ENSP00000462099
O15440	9606.ENSP00000333926
Q86Y46	9606.ENSP00000307014
P56730	9606.ENSP00000296498
Q96B96	9606.ENSP00000233047
Q9Y483	9606.ENSP00000359321
P13224	9606.ENSP00000383382
Q6P597	9606.ENSP00000375810
Q9Y3D7	9606.ENSP00000315693
Q6ICB0	9606.ENSP00000263256
Q8TBB5	9606.ENSP00000270583
Q9BWN1	9606.ENSP00000441641
