label,Iso_map,,,Random_Trees,,,t_sne,,,IsomapClustering,Random_TreesClustering,SpectralClustering,tSNEClustering,LouvainClustering
1600,1.81046,-0.188,5.08655,14.14056,-0.07877,-0.05902,-2.2553,11.62733,3.09342,3,2,2,1,5
6024,-3.89436,-2.30155,-10.22133,14.00139,0.42414,-0.22138,-0.58073,15.96659,0.05107,3,2,1,1,4
2317,-1.73776,-1.33923,-3.46764,14.14056,-0.07877,-0.05902,4.15986,-1.44435,-1.86892,3,2,1,1,5
5283,-3.64599,-1.97816,-8.15343,13.92948,-0.06734,-0.04087,-0.28566,-16.85569,-15.44887,3,2,1,1,3
2150,2.19107,-0.04578,6.03508,14.07272,-0.05808,-0.20449,2.23501,0.50373,-4.48777,3,2,1,1,3
4900,3.72937,-4.08911,-38.18689,14.00136,-0.05651,-0.18223,-5.40598,8.43683,-8.14042,3,2,1,1,4
2230,-0.18473,-0.82478,0.3084,13.93375,0.00708,0.40259,-5.76178,4.28532,18.07553,1,2,2,1,3
4032,-7.85183,-4.77386,-13.43733,13.85806,-0.09137,-0.07823,-13.37226,2.59094,-5.78846,3,2,2,1,3
492,-1.59794,-1.29272,-3.12641,14.00114,-0.12893,-0.16751,-11.39114,-12.43056,-4.10625,3,2,1,1,5
401,-2.84677,-1.71304,-6.14083,13.85992,-0.08632,0.06204,-0.48281,13.26163,-1.77714,1,2,2,1,5
69,-5.59596,-2.64005,-13.00566,14.07081,-0.09445,-0.12673,2.77528,-20.97335,-4.06896,3,2,1,1,5
2225,-0.08774,-0.7928,0.54325,14.14056,-0.07877,-0.05902,5.07521,-2.30427,0.84669,3,2,1,2,5
1641,-3.6762,-1.98834,-8.22806,14.07036,-0.07059,-0.00602,8.81565,15.33331,8.26116,3,2,2,1,4
1259,-0.87401,-1.05254,-1.36382,14.07105,-0.08714,0.03668,6.83064,7.6466,16.51221,3,2,2,2,5
3456,2.79278,0.15022,7.47818,14.14056,-0.07877,-0.05902,-19.75832,-2.18427,10.84613,3,2,1,1,5
7103,3.38493,0.01535,6.28912,13.9993,-0.08392,0.01973,15.6809,1.77808,-7.34137,3,2,2,1,4
6961,-2.4316,-1.54237,-5.17678,13.99995,-0.12394,-0.16377,3.52683,8.3657,-11.64555,1,2,2,1,5
7580,0.88879,-0.4717,2.90246,14.07198,-0.11644,-0.17526,-8.79451,9.95793,11.07735,2,2,2,2,5
5649,-8.55071,-3.66315,-20.50892,13.86469,-0.10132,-0.22805,-1.20191,2.58538,5.73621,1,2,2,10,5
6762,-1.03573,-1.10611,-1.757,14.14056,-0.07877,-0.05902,9.71673,-5.59009,17.51188,3,2,1,1,5
616,-2.22616,-1.502,-4.6617,13.93288,-0.06553,0.20744,-0.21678,4.77347,5.22221,3,2,1,8,5
101,-8.69633,-3.71426,-20.88404,14.14056,-0.07877,-0.05902,-14.71883,18.71376,1.78231,1,2,1,1,5
1627,-7.40197,-3.26228,-17.56808,14.00177,-0.04607,0.20718,2.99815,-3.09327,7.56814,3,2,1,2,5
117,-9.04416,-3.83663,-21.78223,13.93133,-0.06435,-0.1082,-1.01752,-5.23129,2.73555,3,2,1,1,5
3073,-0.21501,-0.83477,0.23503,14.07413,0.03047,0.379,3.39606,0.27703,1.28769,3,2,1,1,5
7241,1.92151,5.30627,9.51035,14.0705,-0.09191,0.02502,-12.67904,-0.25954,-2.07032,1,2,1,1,5
2363,-1.394,-1.22496,-2.62919,14.00189,-0.07202,0.00912,1.70683,3.42281,-2.16661,3,2,1,2,5
1786,-3.80326,-2.03119,-8.5422,13.85868,-0.10471,0.03145,-2.23226,0.01768,5.42126,3,2,1,1,5
1850,-0.96819,-1.08373,-1.59275,14.07015,-0.08529,-0.1113,-4.47154,-0.00501,-2.6069,1,2,2,1,5
5573,-2.28279,-1.52091,-4.80037,14.14056,-0.07877,-0.05902,-1.10609,-1.93258,-5.96856,3,2,1,1,3
4694,0.28009,-0.67167,1.43305,14.00002,-0.09196,-0.04805,4.15174,-3.06164,-2.60198,2,2,2,2,5
5028,-11.47017,-4.70164,-28.13789,13.78908,-0.16156,0.09442,7.85475,19.50395,-7.83696,3,2,2,2,5
271,-5.66472,-2.66357,-13.17811,14.07071,-0.07697,-0.0433,-9.37846,9.01365,12.83182,3,2,1,1,5
288,3.94996,0.52597,10.24756,14.07413,0.03047,0.379,-5.2625,-13.86366,11.59905,1,2,2,1,4
7850,4.64642,0.75144,11.91145,14.06958,-0.08827,-0.05224,-15.12443,12.25099,-3.31894,3,2,2,1,5
7546,-2.97542,-2.03526,-5.92068,13.93255,-0.09666,-0.21534,0.31629,2.90567,-12.95746,3,2,1,2,5
3360,-10.48986,-4.33175,-25.87684,13.71665,-0.16547,-0.27509,1.35687,-6.508,-6.99448,3,2,1,1,3
118,-8.46649,-3.63362,-20.29222,13.78976,-0.10706,0.04534,-15.27754,15.2696,-9.09214,3,2,1,1,5
2753,7.67294,26.17231,-8.41668,13.93016,-0.15663,-0.2058,-12.79227,-0.72255,-3.39172,3,2,2,1,5
7407,-8.10259,-3.50628,-19.3579,13.64794,-0.17243,0.05169,3.07899,9.56872,2.92138,3,2,2,2,5
4615,-5.86947,-2.73369,-13.69215,14.07105,-0.10645,-0.13503,8.24495,-15.67038,6.1937,3,2,1,1,5
4723,-8.11381,-3.20785,-19.42241,13.93119,-0.04883,0.06883,-3.28207,-11.67256,-0.74265,1,2,2,11,5
4278,-1.14922,4.84579,-15.19386,14.07046,-0.1012,-0.0367,0.09573,-3.32623,11.65705,3,2,1,1,3
6326,-3.35086,-1.87881,-7.42497,14.06969,-0.09208,-0.05548,2.17945,-1.90819,3.08384,3,2,2,1,5
3783,-1.36328,-1.21476,-2.55433,14.07413,0.03047,0.379,7.10513,2.28889,0.24748,3,2,1,1,5
1207,-3.57671,-1.95482,-7.98228,14.07144,-0.10177,-0.1688,0.70022,11.71863,-14.24194,3,2,1,2,3
2686,-9.05426,-3.84019,-21.80834,13.92979,-0.05864,0.13972,4.79537,-0.88497,0.38055,3,2,1,2,5
3691,-1.85449,-1.37809,-3.75271,14.07142,-0.07542,-0.12968,-2.61934,-7.74618,6.37851,3,2,1,1,5
789,-1.79662,-1.35882,-3.61137,13.85945,-0.06847,-0.0402,4.63119,0.45417,4.08554,3,2,1,2,4
4543,-4.3239,-1.78471,-10.81977,14.07237,-0.07299,0.11973,-8.11493,-0.97894,-10.81213,1,2,2,1,2
3613,-1.38873,-1.22321,-2.61635,14.00212,-0.06091,-0.06664,-4.59106,-5.69834,5.41172,3,2,2,2,5
4453,-12.95829,57.43581,-25.7367,13.92972,-0.07962,0.07532,-8.26582,-10.47146,-1.67152,2,2,2,2,5
5427,-2.4518,-1.59246,-5.24283,14.07101,-0.04544,0.02593,4.36191,12.30147,-0.68265,2,2,2,2,5
3279,2.61857,0.09352,7.06061,14.07184,-0.07897,0.04478,-3.41217,4.70532,-1.7788,3,2,2,1,5
6175,-5.21464,-2.50984,-12.05112,13.93251,-0.09478,-0.16058,-17.97635,4.39716,3.72199,3,2,1,2,5
2982,0.02623,-0.75524,0.81911,14.00039,-0.08736,-0.05367,10.98709,14.90771,10.26239,3,2,1,2,5
4859,-0.01488,-0.76879,0.71961,14.14056,-0.07877,-0.05902,-1.44234,5.41817,-0.91266,3,2,2,1,3
5929,4.39332,0.44446,11.31643,14.07126,-0.06426,0.00403,7.78921,-14.65717,-7.39085,3,2,2,1,4
5973,2.43966,0.03525,6.63157,14.14056,-0.07877,-0.05902,0.15454,9.12193,1.24532,3,2,2,1,5
6052,-9.63627,-4.06525,-23.32768,13.93297,-0.03761,0.03734,11.13485,-5.83271,8.14812,3,2,1,1,5
7934,1.50577,-0.26961,4.38833,14.14056,-0.07877,-0.05902,-2.7823,-2.52205,-17.05858,3,2,1,2,5
1813,-12.65269,-5.13102,-31.29821,13.86573,0.11471,0.74663,1.02517,3.08272,7.80021,3,2,1,1,5
8168,2.12027,-0.06888,5.8651,14.14056,-0.07877,-0.05902,4.68648,23.01054,-5.30813,3,2,1,1,3
995,-7.36937,-3.09477,-17.91527,13.92974,-0.12116,-0.20075,-9.54738,3.9358,-5.75336,3,2,1,1,5
3505,1.05081,-0.41858,3.29297,14.07097,-0.06105,-0.10808,-17.34518,7.3139,9.19463,3,2,2,1,5
2366,-10.33722,-4.13642,-25.95621,13.79412,-0.04089,0.14802,-5.87107,8.39879,-3.5709,3,2,2,2,5
782,-4.83585,-2.38088,-11.10577,14.07071,-0.07697,-0.0433,16.18797,0.50341,14.05712,3,2,2,1,5
2619,2.05177,-0.09123,5.70063,14.06993,-0.09241,-0.06698,-1.2128,5.01904,1.23629,3,2,2,1,5
4547,-2.42204,-1.56742,-5.14154,14.0004,-0.10854,-0.1256,3.77139,-1.38524,-5.95987,2,2,2,2,5
6566,4.39051,0.66865,11.30027,14.14056,-0.07877,-0.05902,-8.93641,9.50229,15.01413,1,2,2,11,6
7148,-11.31073,-4.64414,-27.71504,13.85987,-0.07925,0.05593,11.70208,15.15266,-8.03623,3,2,1,1,4
462,-1.87648,-1.38541,-3.80645,13.92945,-0.10253,-0.04883,0.02964,-3.05389,-5.36575,3,2,1,1,5
7028,3.68205,3.7921,2.59999,14.14056,-0.07877,-0.05902,7.80112,10.71684,-1.49953,3,2,1,2,5
2832,1.13795,-0.39002,3.50291,14.14056,-0.07877,-0.05902,4.95923,-21.66098,-2.88556,3,2,1,2,5
404,0.7742,-0.5093,2.62611,14.07221,-0.02614,0.12074,-1.16825,-11.09824,-3.75067,3,2,1,1,4
3529,2.16161,-0.05539,5.96435,14.07008,-0.08741,-0.08498,-2.10936,-2.38851,-19.1947,3,2,1,1,3
849,0.77725,-1.02215,-1.39743,13.99981,-0.09779,-0.07964,6.49679,10.62956,-10.30992,2,2,2,2,4
5459,3.15242,0.26716,8.33963,14.07063,-0.071,-0.08777,4.7562,1.40642,4.31881,3,2,1,1,4
3741,4.43676,2.53016,9.60247,14.07086,-0.0574,0.03326,6.70219,-12.71806,-6.2719,3,2,1,2,3
8083,2.12119,-0.06858,5.86732,14.14056,-0.07877,-0.05902,-5.17657,1.46293,-9.19426,1,2,2,2,6
4308,0.18863,1.31388,-7.30661,14.00248,-0.10371,-0.35492,-2.25052,-14.6363,-0.82019,3,2,2,2,3
736,-2.05291,-1.44421,-4.23775,13.85721,-0.13701,-0.13602,3.47918,12.51964,-11.20935,3,2,2,1,3
1709,-6.97853,-3.11554,-16.49192,13.58111,-0.04447,0.01577,-5.63302,4.30789,-2.70072,3,2,2,1,4
3209,3.75745,0.46356,9.78729,13.9297,-0.10345,-0.11147,4.28663,-14.04737,12.08966,3,2,2,1,3
7256,-7.36613,-3.31536,-17.65673,13.57985,-0.05774,0.18215,-4.16933,8.97118,6.66806,3,2,1,1,5
53,2.32554,-0.00194,6.35779,13.93029,-0.08051,-0.22482,0.95006,8.66544,-5.14614,3,2,1,2,5
5441,0.26,-0.67828,1.38447,14.14056,-0.07877,-0.05902,-3.44118,-0.75867,-6.58428,1,2,2,17,4
887,-2.15155,-1.4771,-4.47907,14.07122,-0.09115,-0.00703,0.67253,4.91381,3.13775,3,2,1,1,5
6302,-0.10513,-1.12751,0.52718,14.14056,-0.07877,-0.05902,-6.24199,-6.97264,10.27628,3,2,2,1,6
5008,-4.43816,-2.93894,-10.03054,13.86476,-0.02999,-0.25765,-9.07106,3.21392,-12.50533,3,2,2,1,5
8115,-4.25229,-2.18293,-9.65462,13.79392,-0.10369,-0.4125,-4.16758,5.5045,3.47243,3,2,1,1,6
2350,-0.62184,-0.96912,-0.75141,13.93055,-0.06581,0.00687,-0.81212,-3.19664,-6.49522,3,2,1,2,5
4814,-5.57133,-3.55773,-9.89889,13.65643,0.02829,0.92158,-11.66008,3.27521,2.9449,3,2,1,1,2
3665,3.46493,-13.65534,120.46784,14.14056,-0.07877,-0.05902,-7.56752,-5.29444,7.15571,3,2,2,2,6
127,-0.23448,-0.84119,0.18788,14.07279,-0.12325,-0.25062,1.86636,9.92546,-18.5355,3,2,2,2,3
900,5.61035,1.06283,14.21205,14.14056,-0.07877,-0.05902,6.83288,5.0381,4.80018,3,2,1,2,3
791,-10.40055,-4.31771,-25.31539,13.8615,-0.10159,0.26612,12.02116,8.12994,-15.05372,3,2,1,1,5
5328,-1.18039,-1.15407,-2.10896,13.86065,-0.02639,0.3471,-7.23871,16.08215,2.39095,1,2,2,1,6
6316,-2.45908,-1.57981,-5.23237,13.652,-0.09386,0.23234,2.94588,2.27233,4.72074,3,2,1,1,5
7539,-4.15107,-2.14868,-9.40354,14.00136,-0.08072,0.02432,-2.60413,3.39991,21.06543,3,2,1,1,5
4269,0.76077,-0.51371,2.59371,14.14056,-0.07877,-0.05902,-2.82529,1.32616,0.0978,3,2,1,1,6
5522,-0.38755,-0.89171,-0.18309,14.07007,-0.09907,-0.0199,9.49959,13.6806,-6.41938,3,2,2,1,5
7412,-0.35464,-0.88085,-0.1033,14.06917,-0.08912,-0.07666,20.14533,-5.68943,7.29546,3,2,2,1,4
7675,1.70052,-0.20594,4.85667,14.06953,-0.08155,-0.0859,-0.06691,-2.36526,7.39759,3,2,1,1,4
6003,-1.79361,-1.35782,-3.60401,14.0006,-0.07073,-0.05254,1.80206,-8.13477,-3.61093,3,2,1,1,5
390,-2.4581,-1.57948,-5.22996,14.07103,-0.06534,-0.02079,4.65564,3.22091,-3.37618,3,2,2,1,4
88,1.43128,-0.29398,4.20912,14.14056,-0.07877,-0.05902,-12.62384,-9.69892,-0.14397,3,2,1,2,5
1958,-1.09507,-1.12578,-1.90135,13.92907,-0.09091,-0.0882,3.11933,-5.10442,2.7479,1,2,1,1,5
6054,-2.28718,-1.52237,-4.81111,13.99931,-0.07431,-0.10336,15.97001,-8.04219,-3.21736,3,2,2,1,5
7755,1.12212,-0.3952,3.46479,14.14056,-0.07877,-0.05902,-5.03974,15.15467,-14.39606,3,2,1,1,4
2955,-1.22565,-1.16908,-2.21915,13.86169,-0.02448,0.23631,-5.18717,-2.07247,4.48072,3,2,1,1,6
7926,0.12486,-0.72276,1.0577,13.93192,0.00514,0.16841,3.83397,-16.27234,11.31079,2,2,2,2,6
7097,-5.3513,-2.55646,-12.39289,14.0011,-0.05542,0.0808,-10.12988,-2.20242,-15.28328,3,2,1,2,4
4693,-0.6776,-0.98755,-0.88676,13.93135,-0.0607,0.18099,-8.2931,0.30958,8.07846,2,2,2,2,2
4329,1.09112,-0.40536,3.39011,14.06935,-0.09144,-0.07376,-6.41122,-0.21268,4.65508,1,2,2,1,3
685,-6.65311,-3.00313,-15.66764,13.92992,-0.09394,0.1298,-14.31279,13.64329,2.089,3,2,2,2,2
1745,0.26402,-0.67695,1.39419,14.07221,-0.02614,0.12074,-14.65783,14.48387,-2.65176,2,2,2,2,4
3445,-3.35117,-1.87891,-7.42573,13.93451,0.04428,0.42913,6.7954,-0.49094,-16.18763,3,2,1,2,4
7431,-0.84539,-1.04307,-1.29428,13.93303,0.031,0.52871,21.27839,-3.28442,6.40611,2,2,2,2,2
6979,-0.62726,-0.97091,-0.76456,14.00117,-0.08612,-0.17173,-12.99236,2.95903,-11.09597,3,2,2,2,4
3055,-0.22495,-0.83805,0.21096,14.0696,-0.08401,-0.07355,-0.7562,-5.11692,4.24449,3,2,1,1,3
4813,0.27125,-0.66431,1.23248,14.00117,-0.04047,0.13671,1.64887,-8.89232,3.51128,2,2,2,2,4
2080,3.19418,0.28073,8.4396,14.07112,-0.08516,0.0356,-16.26869,-0.4964,-9.99527,2,2,2,2,3
8175,-0.38037,-0.88934,-0.16569,14.00142,-0.03547,0.23176,3.14519,11.66439,-13.66817,3,2,1,1,4
4073,-8.48196,-3.63904,-20.33202,13.79425,0.5611,0.3699,4.2864,6.87366,5.49126,3,2,2,1,4
950,-16.22852,-6.46355,-41.13637,13.72305,0.19481,0.92578,-2.19549,4.97947,-0.17348,3,2,1,1,4
7563,0.08513,-0.73584,0.96161,13.8619,-0.13849,-0.38737,-0.22336,2.80341,-5.2962,3,2,1,1,3
5506,-0.19626,-0.82858,0.28047,14.00178,-0.0681,0.14765,0.25329,6.37554,-7.50086,3,2,2,2,5
7890,-8.44529,-4.25606,-16.96193,13.99984,-0.07781,-0.03112,-8.04444,5.25325,7.626,1,2,2,1,4
7492,1.47234,-0.28055,4.3079,14.14056,-0.07877,-0.05902,-4.8903,15.23133,-17.83867,3,2,1,1,3
1387,-7.22221,-3.19992,-17.11073,13.93215,-0.1175,-0.27074,0.93033,-5.06932,-0.02222,3,2,1,15,4
2756,-6.36679,-2.89197,-15.1489,14.06928,-0.09262,-0.05439,-0.25054,3.65993,12.42754,3,2,1,1,4
2458,-3.91298,677.81104,38.5384,14.14056,-0.07877,-0.05902,7.45792,-10.29122,-5.67304,3,2,2,1,3
4533,2.25771,-0.02405,6.19502,14.07049,-0.08287,-0.06021,-14.21257,-2.6257,-16.11672,3,2,2,1,3
8288,3.89191,0.50715,10.10878,14.14056,-0.07877,-0.05902,-18.56715,5.78684,0.89595,3,2,1,1,2
2126,1.53308,-0.26068,4.45402,13.93307,-0.06698,-0.10824,10.89364,14.62278,7.61024,3,2,1,1,4
3121,2.96971,0.20777,7.90206,14.14056,-0.07877,-0.05902,-2.77986,-3.16783,-8.53414,3,2,2,1,4
812,-3.17242,-1.81884,-6.98523,13.99952,-0.07511,-0.04446,-1.37492,7.20397,-3.24025,3,2,1,2,4
3379,2.22655,-0.03421,6.12023,13.92952,-0.07409,-0.00475,-4.31783,0.92259,-2.31693,3,2,2,2,3
3451,-9.6552,-4.15072,-24.81553,13.99967,-0.09652,-0.01667,6.70304,-11.85795,4.40998,3,2,1,1,4
496,-5.04084,-2.45062,-11.61701,13.99948,-0.0985,-0.11279,-6.2738,19.68199,10.95666,2,2,2,2,3
7816,-2.50703,-1.59584,-5.34995,14.07102,-0.08427,-0.07083,-3.25122,-1.46862,-2.75891,3,2,1,1,3
7949,4.7718,0.71978,11.77171,14.14056,-0.07877,-0.05902,-4.61346,1.72741,11.21456,3,2,2,2,6
515,-5.38316,-2.56734,-12.47263,13.51404,2.27208,-0.41848,2.69637,-17.76681,-7.07321,3,2,2,1,4
8081,-11.29272,-4.94707,-29.40789,13.86044,-0.12322,-0.17515,5.62855,-5.60935,-4.35277,3,2,1,1,4
3018,-4.68623,-2.33004,-10.73308,14.06982,-0.08412,-0.03464,4.93115,3.63025,4.43434,3,2,2,1,4
396,-3.63384,-1.99727,-8.1313,13.92977,-0.08512,0.02729,-0.2589,7.83029,-13.22919,3,2,2,1,4
807,1.88691,-0.14505,5.30464,14.07076,-0.09583,-0.01489,7.47046,-21.13421,-0.60166,1,2,2,11,3
5083,-4.14798,-2.79962,-14.35141,14.14056,-0.07877,-0.05902,-0.08165,-3.64674,-8.13681,3,2,1,2,4
6085,1.6706,-0.21571,4.78475,14.06977,-0.09235,-0.07681,13.56392,4.44369,16.43794,3,2,2,1,3
6891,-0.87279,-1.05214,-1.36085,13.99919,-0.09513,-0.09056,-9.88329,18.02,4.16476,3,2,2,1,4
2902,-4.08258,-2.12552,-9.23375,13.72409,0.00896,-0.23955,13.14133,11.76513,-9.02251,2,2,2,2,3
4447,2.48297,0.04936,6.73545,13.99986,-0.08556,-0.09801,-9.6705,-0.35474,14.15419,3,2,2,2,4
6976,-4.06178,-2.11849,-9.18223,13.92879,-0.09322,0.03327,6.53036,-3.3893,2.598,3,2,1,2,5
7301,-3.57462,-2.43099,-9.64909,13.86745,0.10702,0.57477,-11.65092,7.67086,4.49239,3,2,2,1,2
2347,2.53205,0.06535,6.85315,14.07025,-0.09732,-0.10055,-10.85573,-13.41657,-6.71352,3,2,1,1,5
1031,2.76564,-15.41067,141.48564,14.14056,-0.07877,-0.05902,10.30644,-14.21698,0.61512,2,2,2,2,4
5252,-1.82469,-1.6911,-5.97739,13.92954,-0.08905,0.0268,-7.76502,10.48361,-9.4824,3,2,2,1,4
2114,-4.12545,-2.14002,-9.34003,14.07178,-0.07684,0.13907,-21.97532,3.38854,-2.86526,2,2,2,2,4
7046,-0.46215,-0.91635,-0.36397,14.07272,-0.05808,-0.20449,4.56245,6.01791,2.0861,2,2,2,2,6
3743,3.32586,0.3235,8.75481,13.99985,-0.05966,0.00629,3.93808,-2.72931,3.21078,3,2,1,2,3
7740,2.65672,0.10594,7.15205,14.07036,-0.07059,-0.00602,7.3348,3.83117,-1.8078,3,2,1,1,3
2820,1.32345,-0.50147,2.36452,14.07272,-0.05808,-0.20449,-11.83332,7.41329,0.836,3,2,2,1,3
1395,0.41332,-0.62785,1.75497,14.0698,-0.0865,-0.08056,4.6792,-21.43543,4.67522,3,2,1,1,5
7969,-2.64741,-3.04577,-16.42595,13.92978,-0.1039,-0.15453,0.5377,6.18733,-11.08418,3,2,1,1,3
7583,-2.20694,-1.49559,-4.61465,14.00161,-0.10686,-0.25545,9.4311,-3.96218,-14.12093,3,2,1,1,3
2604,-4.9301,-2.41293,-11.34073,13.72082,0.08428,0.5348,-15.65668,8.08461,2.60584,1,2,2,1,4
158,-9.74944,-4.08599,-23.61313,13.99918,-0.09812,-0.07878,-13.999,-1.54926,-10.33122,3,2,1,1,2
2560,-3.69172,-1.99358,-8.26642,14.00108,-0.01239,0.23467,4.82577,1.77171,-17.01794,3,2,2,1,2
5386,-0.27054,-0.85309,0.1005,14.14056,-0.07877,-0.05902,8.17538,-5.16272,3.02525,1,2,2,1,5
5964,-7.30316,-3.22799,-17.31661,14.00323,-0.04661,0.2742,1.81961,-4.66318,8.34859,3,2,2,2,2
7505,4.66098,-0.65472,9.81332,14.14056,-0.07877,-0.05902,3.68511,-10.36529,10.0115,3,2,1,1,4
82,1140.79462,9.26301,18.54545,13.86457,-0.02622,-0.11223,10.27339,0.12262,-5.6506,1,2,2,10,3
6416,1.7688,-0.18362,5.02081,14.00298,-0.07062,-0.20797,-19.43022,8.05165,0.3876,3,2,1,1,2
6310,0.47289,-21.19847,179.53982,14.14056,-0.07877,-0.05902,2.98381,-4.20449,9.73392,3,2,2,1,2
764,0.22567,-0.68957,1.30148,14.07153,-0.04406,0.05355,-3.07219,-9.88096,0.13021,3,2,1,1,6
4583,-3.36805,-2.4072,-7.08365,14.14056,-0.07877,-0.05902,-1.31776,-1.55458,-13.91882,3,2,2,1,4
3415,-14.16338,-5.6875,-35.40066,14.00061,-0.04236,0.06039,-1.86369,-0.20202,-17.54645,2,2,2,2,2
321,-15.15295,-14.22488,18.721,13.7956,0.15004,1.05681,-4.47899,-10.40824,8.04984,3,2,1,1,2
5141,-5.84894,-2.80087,-14.45767,13.93379,-0.08024,0.47621,6.80034,-11.44705,3.93449,2,2,2,2,5
681,-11.06084,-4.55422,-27.05382,13.99839,-0.09025,-0.02163,0.66755,-10.46072,1.7703,3,2,3,1,2
7793,4.39062,0.66868,11.30053,14.14056,-0.07877,-0.05902,15.83651,1.78045,-10.17539,3,2,1,1,3
3584,-5.78153,-2.70356,-13.47124,14.00226,-0.07792,-0.13721,7.48318,2.24532,3.35799,3,2,1,1,4
1705,-7.5112,-3.30023,-17.84638,14.07164,0.2943,-0.14843,11.42678,-0.6156,-17.84025,1,2,2,1,5
1577,13.98953,-6.78801,-45.24172,13.71959,0.01985,0.48195,4.60233,0.70458,13.4869,3,2,2,1,4
8296,1.18068,-0.37602,3.60585,14.07119,-0.06984,-0.0345,-20.97433,2.08399,-0.14367,2,2,2,2,6
4289,2.11555,-0.07042,5.85377,14.00085,-0.0528,0.05935,5.18142,1.63639,1.38521,3,2,2,1,5
6719,-0.35399,-0.88063,-0.10174,14.07123,-0.07523,-0.04099,-2.73776,13.34796,18.349,3,2,2,1,3
7096,8.52611,-4.80759,-31.95404,14.14056,-0.07877,-0.05902,3.84682,-10.67449,7.55352,3,2,2,1,4
6218,-16.08723,-6.40987,-40.73901,14.00107,-0.01197,0.22688,-7.70516,13.73321,13.26733,3,2,1,1,4
202,-4.43119,-2.24352,-10.09883,14.00463,0.14,0.53755,-5.45492,-14.03068,-12.72002,3,2,1,1,3
7238,0.33629,-0.65318,1.56885,14.07093,-0.05685,-0.08108,-2.80915,-4.60405,-6.14735,3,2,1,1,4
3139,-11.91721,-4.86334,-29.32755,14.00065,-0.06699,0.0228,7.17831,-5.19796,6.16923,3,2,2,1,4
6583,-8.2296,-3.55068,-19.68364,13.8629,-0.04117,0.30146,2.822,5.77656,-7.23525,2,2,2,2,5
1129,2.08082,-0.08175,5.77039,13.99876,-0.10579,-0.04033,-19.90224,0.14219,0.19993,3,2,1,2,3
8035,4.6789,1.07701,11.16784,14.14056,-0.07877,-0.05902,2.96004,10.44588,-5.30203,3,2,1,2,4
7847,3.43659,0.26388,8.47955,14.07084,-0.07933,-0.09601,-12.08545,5.78258,-3.0972,3,2,1,1,6
6129,5.6358,1.0572,14.24455,13.92914,-0.10064,-0.15596,1.94143,15.00574,-3.66354,3,2,1,1,6
4173,-10.31597,-4.28753,-25.09359,14.14056,-0.07877,-0.05902,2.50312,-7.153,-4.35838,3,2,1,1,5
4497,-6.47312,-2.94109,-15.21274,14.0706,-0.0942,-0.10143,0.79364,-1.85074,-5.6828,3,2,1,1,4
1717,-13.2426,-5.34723,-32.89123,13.79461,0.07867,0.90229,4.424,-0.3992,-7.17218,3,2,1,1,4
2943,-1.44058,-1.24043,-2.74272,14.14056,-0.07877,-0.05902,-1.85949,-3.92124,-8.1896,3,2,1,1,2
2293,-3.59637,-1.96144,-8.03084,13.65238,-0.09309,-0.21435,-5.3306,-16.47866,6.00009,3,2,1,2,3
5927,1.50664,-0.26932,4.39044,14.07037,-0.09554,-0.09575,19.17652,7.31847,-2.07918,3,2,2,1,5
4561,0.65182,-0.69988,1.38927,14.07243,-0.05213,-0.19524,8.91408,7.51675,5.21913,3,2,1,1,2
3585,-2.50248,-1.59432,-5.33878,14.07161,-0.06363,0.01006,6.0435,-1.36121,-3.3129,3,2,1,14,2
6593,-0.05775,-0.78292,0.61584,14.00023,-0.08882,-0.01047,-15.76451,-12.02881,3.18688,1,2,2,1,4
3793,-16.99059,-6.75464,-43.29268,13.71789,-0.06736,0.17005,1.51835,4.04556,-0.29467,3,2,2,1,4
1183,-1.06443,-1.11562,-1.82681,14.07102,-0.08427,-0.07083,4.39324,13.48601,9.67771,3,2,1,1,5
5320,-18.33262,-7.08097,-48.50302,14.00309,-0.0257,0.22522,12.25741,5.12518,3.28118,3,2,1,1,5
4189,-8.9692,-5.14599,-20.2142,14.07063,-0.06886,0.04257,-0.85396,-2.39561,-12.56062,3,2,1,2,4
6288,-2.41341,-1.56454,-5.12041,14.00249,-0.06128,-0.18461,7.63674,-18.18997,9.16429,1,2,2,17,4
972,-3.80931,-1.90158,-8.73416,13.85792,-0.09366,-0.03969,-4.35061,-8.21841,-6.62124,3,2,1,1,3
5905,-18.97255,-7.52957,-49.6716,13.79233,-0.0813,0.19554,5.29197,10.05338,-7.59685,3,2,2,1,4
1254,-8.41902,-3.61698,-20.17016,14.07042,-0.10007,0.00034,0.60744,2.22446,8.49853,3,2,2,2,4
4644,-9.49464,-3.99571,-22.95016,14.00369,-0.04191,-0.05606,-4.05207,1.67733,5.56175,3,2,1,1,5
3945,-17.24864,-6.8538,-44.02793,13.86008,0.32624,0.01608,-3.43476,1.75628,8.07058,3,2,1,1,4
6792,-1.27271,-1.28735,-2.85111,14.14056,-0.07877,-0.05902,-6.79215,10.67884,-7.1791,3,2,1,2,3
6896,-5.07566,-2.46248,-11.70395,14.06933,-0.09476,-0.07443,1.8193,-7.43903,-0.29527,2,2,2,2,4
6361,-0.66668,-0.98394,-0.86024,14.0018,-0.06984,0.19169,-3.75608,6.61469,4.74417,3,2,2,1,4
8171,-8.31191,-3.71576,-18.91061,14.0002,-0.0826,-0.06311,-6.77567,-0.15855,12.12282,1,2,2,1,2
