Entry	Entry name	Status	Length	Mass	Gene names  (primary )
P15328	FOLR1_HUMAN	reviewed	257	29,819	FOLR1
Q8IVF7	FMNL3_HUMAN	reviewed	1028	117,213	FMNL3
Q0JRZ9	FCHO2_HUMAN	reviewed	810	88,924	FCHO2
A5D6W6	FITM1_HUMAN	reviewed	292	32,207	FITM1
P23142	FBLN1_HUMAN	reviewed	703	77,214	FBLN1
Q96EF6	FBX17_HUMAN	reviewed	278	31,479	FBXO17
P35555	FBN1_HUMAN	reviewed	2871	312,298	FBN1
Q12947	FOXF2_HUMAN	reviewed	444	45,993	FOXF2
Q75N90	FBN3_HUMAN	reviewed	2809	300,356	FBN3
Q16595	FRDA_HUMAN	reviewed	210	23,135	FXN
Q5HY92	FIGN_HUMAN	reviewed	759	82,146	FIGN
P62685	GAK8_HUMAN	reviewed	647	72,181	ERVK-8
A6NGY1	FRG2C_HUMAN	reviewed	282	30,798	FRG2C
Q64ET8	FRG2_HUMAN	reviewed	278	30,490	FRG2
Q8NA03	FSIP1_HUMAN	reviewed	581	66,121	FSIP1
Q86SF2	GALT7_HUMAN	reviewed	657	75,389	GALNT7
Q8N878	FRMD1_HUMAN	reviewed	549	62,523	FRMD1
Q9UBI6	GBG12_HUMAN	reviewed	72	8,006	GNG12
A6NDE8	GG12H_HUMAN	reviewed	117	12,924	GAGE12H
Q9GZZ7	GFRA4_HUMAN	reviewed	299	31,670	GFRA4
Q9NP62	GCM1_HUMAN	reviewed	436	49,268	GCM1
Q9BY60	GBRL3_HUMAN	reviewed	117	13,976	GABARAPL3
Q9NWU2	GID8_HUMAN	reviewed	228	26,749	GID8
P60520	GBRL2_HUMAN	reviewed	117	13,667	GABARAPL2
P28476	GBRR2_HUMAN	reviewed	465	54,151	GABRR2
Q96SL4	GPX7_HUMAN	reviewed	187	20,996	GPX7
P42262	GRIA2_HUMAN	reviewed	883	98,821	GRIA2
P47871	GLR_HUMAN	reviewed	477	54,009	GCGR
Q99798	ACON_HUMAN	reviewed	780	85,425	ACO2
O00767	ACOD_HUMAN	reviewed	359	41,523	SCD
Q96IX9	A26L1_HUMAN	reviewed	119	14,172	ANKRD36BP1
P49748	ACADV_HUMAN	reviewed	655	70,390	ACADVL
P14060	3BHS1_HUMAN	reviewed	373	42,252	HSD3B1
Q15173	2A5B_HUMAN	reviewed	497	57,393	PPP2R5B
P49753	ACOT2_HUMAN	reviewed	483	53,218	ACOT2
Q13085	ACACA_HUMAN	reviewed	2346	265,554	ACACA
Q9NPJ3	ACO13_HUMAN	reviewed	140	14,960	ACOT13
Q9UH17	ABC3B_HUMAN	reviewed	382	45,924	APOBEC3B
Q13015	AF1Q_HUMAN	reviewed	90	10,061	MLLT11
Q5T7M4	ADIPL_HUMAN	reviewed	302	32,416	C1QTNF12
Q8N2F6	ARM10_HUMAN	reviewed	343	37,540	ARMC10
Q3KP44	ANR55_HUMAN	reviewed	614	68,414	ANKRD55
Q9UJX6	ANC2_HUMAN	reviewed	822	93,828	ANAPC2
P30049	ATPD_HUMAN	reviewed	168	17,490	ATP5F1D
Q6UXG8	BTNL9_HUMAN	reviewed	535	59,716	BTNL9
Q96GQ7	DDX27_HUMAN	reviewed	796	89,835	DDX27
P17844	DDX5_HUMAN	reviewed	614	69,148	DDX5
Q7Z7B7	DB132_HUMAN	reviewed	95	10,610	DEFB132
Q9Y2R4	DDX52_HUMAN	reviewed	599	67,498	DDX52
Q14118	DAG1_HUMAN	reviewed	895	97,441	DAG1
Q5VUD6	DIK1B_HUMAN	reviewed	431	48,583	DIPK1B
P49366	DHYS_HUMAN	reviewed	369	40,971	DHPS
Q8TBM8	DJB14_HUMAN	reviewed	379	42,516	DNAJB14
P28845	DHI1_HUMAN	reviewed	292	32,401	HSD11B1
P28067	DMA_HUMAN	reviewed	261	29,194	HLA-DMA
Q96LL9	DJC30_HUMAN	reviewed	226	25,961	DNAJC30
O60879	DIAP2_HUMAN	reviewed	1101	125,569	DIAPH2
O76075	DFFB_HUMAN	reviewed	338	39,110	DFFB
Q9UBX3	DIC_HUMAN	reviewed	287	31,282	SLC25A10
P25685	DNJB1_HUMAN	reviewed	340	38,044	DNAJB1
P49916	DNLI3_HUMAN	reviewed	1009	112,907	LIG3
Q9UF47	DNJ5B_HUMAN	reviewed	199	22,496	DNAJC5B
Q6UX65	DRAM2_HUMAN	reviewed	266	29,766	DRAM2
O95886	DLGP3_HUMAN	reviewed	979	106,040	DLGAP3
P50570	DYN2_HUMAN	reviewed	870	98,064	DNM2
P60608	EFC2_HUMAN	reviewed	527	58,319	ERVFC1-1
Q6ZTU2	E400N_HUMAN	reviewed	488	51,753	EP400P1
Q6ZMT9	DTHD1_HUMAN	reviewed	781	88,329	DTHD1
P21918	DRD5_HUMAN	reviewed	477	52,951	DRD5
P24534	EF1B_HUMAN	reviewed	225	24,764	EEF1B2
Q14195	DPYL3_HUMAN	reviewed	570	61,963	DPYSL3
O75319	DUS11_HUMAN	reviewed	377	43,710	DUSP11
Q15369	ELOC_HUMAN	reviewed	112	12,473	ELOC
Q7Z589	EMSY_HUMAN	reviewed	1322	141,468	EMSY
O94919	ENDD1_HUMAN	reviewed	500	55,017	ENDOD1
P21128	ENDOU_HUMAN	reviewed	410	46,872	ENDOU
Q5JX69	F209B_HUMAN	reviewed	171	19,499	FAM209B
P98172	EFNB1_HUMAN	reviewed	346	38,007	EFNB1
Q8WVE0	EFMT1_HUMAN	reviewed	214	24,506	EEF1AKMT1
Q96MK3	FA20A_HUMAN	reviewed	541	61,417	FAM20A
A6NDY2	F90AA_HUMAN	reviewed	464	49,635	FAM90A10P
O60825	F262_HUMAN	reviewed	505	58,477	PFKFB2
Q9H6T0	ESRP2_HUMAN	reviewed	727	78,401	ESRP2
Q8TC84	FANK1_HUMAN	reviewed	345	38,341	FANK1
Q86X53	ERIC1_HUMAN	reviewed	443	48,984	ERICH1
Q8IYD1	ERF3B_HUMAN	reviewed	628	68,883	GSPT2
Q8TC99	FNDC8_HUMAN	reviewed	324	35,921	FNDC8
Q53EP0	FND3B_HUMAN	reviewed	1204	132,888	FNDC3B
Q6ZV73	FGD6_HUMAN	reviewed	1430	160,816	FGD6
Q96AY3	FKB10_HUMAN	reviewed	582	64,245	FKBP10
Q9UGQ2	FLOWR_HUMAN	reviewed	172	18,470	CACFD1
O95750	FGF19_HUMAN	reviewed	216	24,003	FGF19
Q9UIM3	FKBPL_HUMAN	reviewed	349	38,176	FKBPL
P32314	FOXN2_HUMAN	reviewed	431	47,161	FOXN2
Q9C0D6	FHDC1_HUMAN	reviewed	1143	124,762	FHDC1
Q02985	FHR3_HUMAN	reviewed	330	37,323	CFHR3
Q96DP5	FMT_HUMAN	reviewed	389	43,832	MTFMT
P55317	FOXA1_HUMAN	reviewed	472	49,148	FOXA1
Q9UKT5	FBX4_HUMAN	reviewed	387	44,136	FBXO4
P07902	GALT_HUMAN	reviewed	379	43,363	GALT
Q96ME1	FXL18_HUMAN	reviewed	805	88,341	FBXL18
Q5H9T9	FSCB_HUMAN	reviewed	825	87,956	FSCB
P19883	FST_HUMAN	reviewed	344	38,007	FST
Q9HAV0	GBB4_HUMAN	reviewed	340	37,567	GNB4
Q9NQR9	G6PC2_HUMAN	reviewed	355	40,580	G6PC2
Q9Y2D5	AKAP2_HUMAN	reviewed	859	94,661	AKAP2
Q5VYY1	ANR22_HUMAN	reviewed	191	21,849	ANKRD22
Q9H2P0	ADNP_HUMAN	reviewed	1102	123,563	ADNP
P05141	ADT2_HUMAN	reviewed	298	32,852	SLC25A5
P78540	ARGI2_HUMAN	reviewed	354	38,578	ARG2
P08133	ANXA6_HUMAN	reviewed	673	75,873	ANXA6
P21397	AOFA_HUMAN	reviewed	527	59,682	MAOA
Q5FYB1	ARSI_HUMAN	reviewed	569	64,030	ARSI
P48201	AT5G3_HUMAN	reviewed	142	14,693	ATP5MC3
O75366	AVIL_HUMAN	reviewed	819	92,027	AVIL
O95429	BAG4_HUMAN	reviewed	457	49,594	BAG4
Q8WY36	BBX_HUMAN	reviewed	941	105,130	BBX
Q9H6U6	BCAS3_HUMAN	reviewed	928	101,237	BCAS3
P12643	BMP2_HUMAN	reviewed	396	44,702	BMP2
Q30KQ5	DB115_HUMAN	reviewed	88	10,071	DEFB115
Q96D03	DDT4L_HUMAN	reviewed	193	21,740	DDIT4L
Q96QD5	DEPD7_HUMAN	reviewed	511	58,310	DEPDC7
P26196	DDX6_HUMAN	reviewed	483	54,417	DDX6
O43323	DHH_HUMAN	reviewed	396	43,577	DHH
O15263	DFB4A_HUMAN	reviewed	64	7,038	DEFB4A; DEFB4B
Q9Y2G8	DJC16_HUMAN	reviewed	782	90,591	DNAJC16
Q86XP1	DGKH_HUMAN	reviewed	1220	134,866	DGKH
Q9Y4D2	DGLA_HUMAN	reviewed	1042	114,952	DAGLA
Q5KSL6	DGKK_HUMAN	reviewed	1271	141,829	DGKK
Q9NSV4	DIAP3_HUMAN	reviewed	1193	136,926	DIAPH3
Q6PKH6	DR4L2_HUMAN	reviewed	230	24,586	DHRS4L2
Q9Y238	DLEC1_HUMAN	reviewed	1755	195,684	DLEC1
A8K855	EFCB7_HUMAN	reviewed	629	71,981	EFCAB7
O95995	DRC4_HUMAN	reviewed	478	56,356	GAS8
Q5JU00	DRC5_HUMAN	reviewed	501	55,632	TCTE1
Q86Y13	DZIP3_HUMAN	reviewed	1208	138,604	DZIP3
P25101	EDNRA_HUMAN	reviewed	427	48,722	EDNRA
O43854	EDIL3_HUMAN	reviewed	480	53,765	EDIL3
Q92611	EDEM1_HUMAN	reviewed	657	73,768	EDEM1
Q7L9B9	EEPD1_HUMAN	reviewed	569	62,403	EEPD1
Q96JB1	DYH8_HUMAN	reviewed	4490	514,664	DNAH8
P43003	EAA1_HUMAN	reviewed	542	59,572	SLC1A3
Q8TD84	DSCL1_HUMAN	reviewed	2053	224,463	DSCAML1
Q8N9I9	DTX3_HUMAN	reviewed	347	37,988	DTX3
P30084	ECHM_HUMAN	reviewed	290	31,387	ECHS1
Q16643	DREB_HUMAN	reviewed	649	71,429	DBN1
P32926	DSG3_HUMAN	reviewed	999	107,533	DSG3
Q96C19	EFHD2_HUMAN	reviewed	240	26,697	EFHD2
A0A1B0GUQ0	F236A_HUMAN	reviewed	79	8,715	FAM236A
Q6NXG1	ESRP1_HUMAN	reviewed	681	75,585	ESRP1
Q9NPI8	FANCF_HUMAN	reviewed	374	42,254	FANCF
Q86YB8	ERO1B_HUMAN	reviewed	467	53,543	ERO1B
A8MZ36	EVPLL_HUMAN	reviewed	301	33,953	EVPLL
A8MUU1	FB5L3_HUMAN	reviewed	101	11,299	FABP5P3
Q494R0	FBAS1_HUMAN	reviewed	122	13,218	FBXL19-AS1
P14921	ETS1_HUMAN	reviewed	441	50,408	ETS1
Q9UJM3	ERRFI_HUMAN	reviewed	462	50,560	ERRFI1
P07992	ERCC1_HUMAN	reviewed	297	32,562	ERCC1
P15311	EZRI_HUMAN	reviewed	586	69,413	EZR
Q9NQT4	EXOS5_HUMAN	reviewed	235	25,249	EXOSC5
P49356	FNTB_HUMAN	reviewed	437	48,774	FNTB
P58012	FOXL2_HUMAN	reviewed	376	38,772	FOXL2
Q08830	FGL1_HUMAN	reviewed	312	36,379	FGL1
Q96NZ1	FOXN4_HUMAN	reviewed	517	55,215	FOXN4
Q92496	FHR4_HUMAN	reviewed	578	65,351	CFHR4
B3EWG6	FM25G_HUMAN	reviewed	89	9,320	FAM25G
Q9UK97	FBX9_HUMAN	reviewed	447	52,329	FBXO9
Q13461	FOXE3_HUMAN	reviewed	319	33,234	FOXE3
Q6DN72	FCRL6_HUMAN	reviewed	434	47,748	FCRL6
Q6P3S6	FBX42_HUMAN	reviewed	717	77,839	FBXO42
Q9UKB1	FBW1B_HUMAN	reviewed	542	62,091	FBXW11
Q9HCM7	FBSL_HUMAN	reviewed	1045	110,907	FBRSL1
O60861	GAS7_HUMAN	reviewed	476	54,371	GAS7
P54803	GALC_HUMAN	reviewed	685	77,063	GALC
P51116	FXR2_HUMAN	reviewed	673	74,223	FXR2
A2VDF0	FUCM_HUMAN	reviewed	154	16,765	FUOM
Q13069	GAGE5_HUMAN	reviewed	117	12,924	GAGE5
P01225	FSHB_HUMAN	reviewed	129	14,700	FSHB
Q9H2C0	GAN_HUMAN	reviewed	597	67,638	GAN
P01358	GAJU_HUMAN	reviewed	10	1,004	
Q8TET4	GANC_HUMAN	reviewed	914	104,334	GANC
Q9Y2L6	FRM4B_HUMAN	reviewed	1034	118,047	FRMD4B
Q96RP7	G3ST4_HUMAN	reviewed	486	54,166	GAL3ST4
O60353	FZD6_HUMAN	reviewed	706	79,292	FZD6
Q9BUM1	G6PC3_HUMAN	reviewed	346	38,735	G6PC3
O75474	FRAT2_HUMAN	reviewed	233	24,051	FRAT2
O75603	GCM2_HUMAN	reviewed	506	56,610	GCM2
Q9H3K2	GHITM_HUMAN	reviewed	345	37,205	GHITM
P48060	GLIP1_HUMAN	reviewed	266	30,366	GLIPR1
O14764	GBRD_HUMAN	reviewed	452	50,708	GABRD
Q4G0N0	GGTA1_HUMAN	reviewed	100	11,568	GGTA1P
P47870	GBRB2_HUMAN	reviewed	512	59,150	GABRB2
P08588	ADRB1_HUMAN	reviewed	477	51,323	ADRB1
Q9H553	ALG2_HUMAN	reviewed	416	47,092	ALG2
Q7Z3E5	ARMC9_HUMAN	reviewed	818	91,819	ARMC9
Q96LR9	APLD1_HUMAN	reviewed	279	30,546	APOLD1
P48960	AGRE5_HUMAN	reviewed	835	91,869	ADGRE5
P02652	APOA2_HUMAN	reviewed	100	11,175	APOA2
Q9Y689	ARL5A_HUMAN	reviewed	179	20,728	ARL5A
P07741	APT_HUMAN	reviewed	180	19,608	APRT
O14525	ASTN1_HUMAN	reviewed	1302	144,913	ASTN1
Q92688	AN32B_HUMAN	reviewed	251	28,788	ANP32B
Q02410	APBA1_HUMAN	reviewed	837	92,865	APBA1
Q9UPM8	AP4E1_HUMAN	reviewed	1137	127,287	AP4E1
O75882	ATRN_HUMAN	reviewed	1429	158,537	ATRN
Q7Z5W3	BN3D2_HUMAN	reviewed	292	33,200	BCDIN3D
Q9NV06	DCA13_HUMAN	reviewed	445	51,402	DCAF13
Q5T1A1	DCST2_HUMAN	reviewed	773	86,230	DCST2
Q68CQ4	DIEXF_HUMAN	reviewed	756	87,055	DIEXF
Q9BZ29	DOCK9_HUMAN	reviewed	2069	236,446	DOCK9
Q9P1J3	DHAS1_HUMAN	reviewed	65	7,343	DHRS4-AS1
Q9H816	DCR1B_HUMAN	reviewed	532	60,002	DCLRE1B
Q96KC8	DNJC1_HUMAN	reviewed	554	63,883	DNAJC1
Q96MA1	DMRTB_HUMAN	reviewed	342	36,205	DMRTB1
Q7Z5P4	DHB13_HUMAN	reviewed	300	33,655	HSD17B13
P28068	DMB_HUMAN	reviewed	263	28,943	HLA-DMB
P37059	DHB2_HUMAN	reviewed	387	42,785	HSD17B2
Q16760	DGKD_HUMAN	reviewed	1214	134,525	DGKD
O75937	DNJC8_HUMAN	reviewed	253	29,842	DNAJC8
Q9BVM2	DPCD_HUMAN	reviewed	203	23,240	DPCD
P49917	DNLI4_HUMAN	reviewed	911	103,971	LIG4
P24855	DNAS1_HUMAN	reviewed	282	31,434	DNASE1
Q96SC8	DMTA2_HUMAN	reviewed	542	53,356	DMRTA2
Q8NEX9	DR9C7_HUMAN	reviewed	313	35,263	SDR9C7
Q01094	E2F1_HUMAN	reviewed	437	46,920	E2F1
Q6NXP0	EFC12_HUMAN	reviewed	572	66,551	EFCAB12
P0CF75	EBLN1_HUMAN	reviewed	366	40,313	EBLN1
A4FU69	EFCB5_HUMAN	reviewed	1503	173,404	EFCAB5
Q66K89	E4F1_HUMAN	reviewed	784	83,496	E4F1
Q9NR20	DYRK4_HUMAN	reviewed	520	59,608	DYRK4
P43005	EAA3_HUMAN	reviewed	524	57,100	SLC1A1
Q96PT3	DUX5_HUMAN	reviewed	197	22,164	DUX5
Q13011	ECH1_HUMAN	reviewed	328	35,816	ECH1
Q13202	DUS8_HUMAN	reviewed	625	65,827	DUSP8
Q9HCE0	EPG5_HUMAN	reviewed	2579	292,481	EPG5
O95905	ECD_HUMAN	reviewed	644	72,758	ECD
P60228	EIF3E_HUMAN	reviewed	445	52,221	EIF3E
Q15375	EPHA7_HUMAN	reviewed	998	112,097	EPHA7
Q13347	EIF3I_HUMAN	reviewed	325	36,502	EIF3I
Q8N6I1	EID2_HUMAN	reviewed	236	25,190	EID2
Q9BY44	EIF2A_HUMAN	reviewed	585	64,990	EIF2A
Q9NQZ7	ENTP7_HUMAN	reviewed	604	68,960	ENTPD7
A0A087WX78	ELB3C_HUMAN	reviewed	387	41,674	ELOA3C
P78545	ELF3_HUMAN	reviewed	371	41,454	ELF3
A6NDY0	EPAB2_HUMAN	reviewed	278	30,386	PABPN1L
P16452	EPB42_HUMAN	reviewed	691	77,009	EPB42
Q9NZN4	EHD2_HUMAN	reviewed	543	61,161	EHD2
Q9Y5M1	F215A_HUMAN	reviewed	114	11,973	FAM215A
Q7L5A8	FA2H_HUMAN	reviewed	372	42,791	FA2H
Q12929	EPS8_HUMAN	reviewed	822	91,882	EPS8
Q96KD3	F71F1_HUMAN	reviewed	344	38,946	FAM71F1
Q96LP2	FA81B_HUMAN	reviewed	452	52,022	FAM81B
A0FGR9	ESYT3_HUMAN	reviewed	886	100,035	ESYT3
P03372	ESR1_HUMAN	reviewed	595	66,216	ESR1
A8MXJ8	F90A5_HUMAN	reviewed	464	49,840	FAM90A5P
O60427	FADS1_HUMAN	reviewed	444	51,964	FADS1
P34910	EVI2B_HUMAN	reviewed	448	48,666	EVI2B
P58658	EVA1C_HUMAN	reviewed	441	49,483	EVA1C
P22794	EVI2A_HUMAN	reviewed	236	26,213	EVI2A
O76062	ERG24_HUMAN	reviewed	418	46,406	TM7SF2
Q5TGI0	FAXC_HUMAN	reviewed	409	46,843	FAXC
Q7Z2K6	ERMP1_HUMAN	reviewed	904	100,231	ERMP1
Q9NWS6	F118A_HUMAN	reviewed	357	40,269	FAM118A
Q8NA97	FEAS1_HUMAN	reviewed	138	15,156	FER1L6-AS1
Q9BRP7	FDXA1_HUMAN	reviewed	624	70,416	FDXACB1
O95990	F107A_HUMAN	reviewed	144	17,455	FAM107A
Q8NAU1	FNDC5_HUMAN	reviewed	212	23,659	FNDC5
P11487	FGF3_HUMAN	reviewed	239	26,887	FGF3
Q14512	FGFP1_HUMAN	reviewed	234	26,264	FGFBP1
A8MYZ6	FOXO6_HUMAN	reviewed	492	50,595	FOXO6
Q8TC76	F110B_HUMAN	reviewed	370	40,728	FAM110B
Q8TES7	FBF1_HUMAN	reviewed	1133	125,446	FBF1
P0C7T7	FMAS1_HUMAN	reviewed	363	38,799	FRMD6-AS1
Q9NZ56	FMN2_HUMAN	reviewed	1722	180,106	FMN2
O43427	FIBP_HUMAN	reviewed	364	41,878	FIBP
P31512	FMO4_HUMAN	reviewed	558	63,343	FMO4
A6NFH5	FBP12_HUMAN	reviewed	140	15,565	FABP12
O75636	FCN3_HUMAN	reviewed	299	32,903	FCN3
Q9UKA1	FBXL5_HUMAN	reviewed	691	78,555	FBXL5
O94915	FRYL_HUMAN	reviewed	3013	339,598	FRYL
O60318	GANP_HUMAN	reviewed	1980	218,405	MCM3AP
P21462	FPR1_HUMAN	reviewed	350	38,446	FPR1
Q92820	GGH_HUMAN	reviewed	318	35,964	GGH
Q86UU5	GGN_HUMAN	reviewed	652	66,699	GGN
Q9NR80	ARHG4_HUMAN	reviewed	690	79,067	ARHGEF4
A9YTQ3	AHRR_HUMAN	reviewed	701	76,265	AHRR
Q6UB99	ANR11_HUMAN	reviewed	2663	297,913	ANKRD11
Q9P291	ARMX1_HUMAN	reviewed	453	49,180	ARMCX1
P35414	APJ_HUMAN	reviewed	380	42,660	APLNR
Q8IVJ8	APRG1_HUMAN	reviewed	170	18,525	APRG1
Q0P5N6	ARL16_HUMAN	reviewed	197	20,936	ARL16
Q8N6G6	ATL1_HUMAN	reviewed	1762	193,409	ADAMTSL1
Q86WX3	AROS_HUMAN	reviewed	136	15,434	RPS19BP1
Q9H9F9	ARP5_HUMAN	reviewed	607	68,297	ACTR5
O15144	ARPC2_HUMAN	reviewed	300	34,333	ARPC2
P59998	ARPC4_HUMAN	reviewed	168	19,667	ARPC4
P20020	AT2B1_HUMAN	reviewed	1220	134,685	ATP2B1
O43313	ATMIN_HUMAN	reviewed	823	88,348	ATMIN
P35670	ATP7B_HUMAN	reviewed	1465	157,263	ATP7B
Q8TE60	ATS18_HUMAN	reviewed	1221	135,167	ADAMTS18
Q58HT5	AWAT1_HUMAN	reviewed	328	37,759	AWAT1
Q5TZA2	CROCC_HUMAN	reviewed	2017	228,523	CROCC
O14529	CUX2_HUMAN	reviewed	1486	161,677	CUX2
Q9BVC3	DCC1_HUMAN	reviewed	393	44,825	DSCC1
O15523	DDX3Y_HUMAN	reviewed	660	73,154	DDX3Y
Q9HBH1	DEFM_HUMAN	reviewed	243	27,013	PDF
Q9GZS0	DNAI2_HUMAN	reviewed	605	68,821	DNAI2
Q9NRI5	DISC1_HUMAN	reviewed	854	93,611	DISC1
Q14183	DOC2A_HUMAN	reviewed	400	43,959	DOC2A
Q8IZD9	DOCK3_HUMAN	reviewed	2030	233,103	DOCK3
Q92608	DOCK2_HUMAN	reviewed	1830	211,948	DOCK2
O75165	DJC13_HUMAN	reviewed	2243	254,415	DNAJC13
P80365	DHI2_HUMAN	reviewed	405	44,127	HSD11B2
Q14562	DHX8_HUMAN	reviewed	1220	139,315	DHX8
Q6P158	DHX57_HUMAN	reviewed	1386	155,604	DHX57
Q96GE9	DMAC1_HUMAN	reviewed	116	12,257	DMAC1
O95424	DEXI_HUMAN	reviewed	95	10,429	DEXI
Q8WYQ5	DGCR8_HUMAN	reviewed	773	86,045	DGCR8
O75190	DNJB6_HUMAN	reviewed	326	36,087	DNAJB6
P18858	DNLI1_HUMAN	reviewed	919	101,736	LIG1
Q9BU89	DOHH_HUMAN	reviewed	302	32,904	DOHH
Q9BQC3	DPH2_HUMAN	reviewed	489	52,083	DPH2
Q8IY82	DRC7_HUMAN	reviewed	874	103,497	DRC7
Q8N682	DRAM1_HUMAN	reviewed	238	26,253	DRAM1
P60507	EFC1_HUMAN	reviewed	584	65,248	ERVFC1
Q008S8	ECT2L_HUMAN	reviewed	904	104,880	ECT2L
P78352	DLG4_HUMAN	reviewed	724	80,495	DLG4
Q8IY85	EFC13_HUMAN	reviewed	973	110,129	EFCAB13
Q9BY08	EBPL_HUMAN	reviewed	206	23,204	EBPL
Q9NRF9	DPOE3_HUMAN	reviewed	147	16,860	POLE3
P54792	DVLP1_HUMAN	reviewed	670	73,254	DVL1P1
P49005	DPOD2_HUMAN	reviewed	469	51,289	POLD2
Q14156	EFR3A_HUMAN	reviewed	821	92,924	EFR3A
Q9Y2G0	EFR3B_HUMAN	reviewed	817	92,487	EFR3B
Q9BY84	DUS16_HUMAN	reviewed	665	73,102	DUSP16
Q9NY33	DPP3_HUMAN	reviewed	737	82,589	DPP3
P54756	EPHA5_HUMAN	reviewed	1037	114,803	EPHA5
Q96EB1	ELP4_HUMAN	reviewed	424	46,588	ELP4
Q8IUS5	EPHX4_HUMAN	reviewed	362	42,324	EPHX4
Q6UXG2	ELAP1_HUMAN	reviewed	1013	111,382	ELAPOR1
Q8IUX8	EGFL6_HUMAN	reviewed	553	61,317	EGFL6
Q96D98	EID2B_HUMAN	reviewed	161	16,985	EID2B
Q69384	ENK6_HUMAN	reviewed	699	79,218	ERVK-6
P19235	EPOR_HUMAN	reviewed	508	55,065	EPOR
Q9NR50	EI2BG_HUMAN	reviewed	452	50,240	EIF2B3
P0DPD7	EFMT4_HUMAN	reviewed	255	28,306	EEF1AKMT4
Q8NE31	FA13C_HUMAN	reviewed	585	65,727	FAM13C
A0A1B0GTK4	F237A_HUMAN	reviewed	181	20,560	FAM237A
Q9H4H8	FA83D_HUMAN	reviewed	585	64,424	FAM83D
Q658Y4	F91A1_HUMAN	reviewed	838	93,909	FAM91A1
P12259	FA5_HUMAN	reviewed	2224	251,703	F5
Q0Z7S8	FABP9_HUMAN	reviewed	132	15,093	FABP9
Q9Y2M0	FAN1_HUMAN	reviewed	1017	114,225	FAN1
P49640	EVX1_HUMAN	reviewed	407	42,440	EVX1
Q96K12	FACR2_HUMAN	reviewed	515	59,438	FAR2
Q8IXQ9	ETKMT_HUMAN	reviewed	262	29,461	ETFBKMT
Q7Z309	F122B_HUMAN	reviewed	247	26,928	FAM122B
Q14517	FAT1_HUMAN	reviewed	4588	506,273	FAT1
Q6UXB0	F131A_HUMAN	reviewed	366	39,503	FAM131A
Q86XD5	F131B_HUMAN	reviewed	332	35,769	FAM131B
Q96BN6	F149B_HUMAN	reviewed	582	64,618	FAM149B1
Q8N8A8	F169B_HUMAN	reviewed	192	21,411	FAM169B
Q9NYK6	EURL_HUMAN	reviewed	297	33,948	EURL
Q9Y6X4	F169A_HUMAN	reviewed	670	74,955	FAM169A
Q96A26	F162A_HUMAN	reviewed	154	17,342	FAM162A
Q8IV48	ERI1_HUMAN	reviewed	349	40,064	ERI1
Q5W0A0	ERI6B_HUMAN	reviewed	696	81,686	ERICH6B
A1L162	ERIC2_HUMAN	reviewed	156	17,672	ERICH2
Q86VR8	FJX1_HUMAN	reviewed	437	48,507	FJX1
P39748	FEN1_HUMAN	reviewed	380	42,593	FEN1
P07332	FES_HUMAN	reviewed	822	93,497	FES
Q13070	GAGE6_HUMAN	reviewed	117	12,892	GAGE6
Q8NHY3	GA2L2_HUMAN	reviewed	880	96,520	GAS2L2
Q9BWX5	GATA5_HUMAN	reviewed	397	41,299	GATA5
O75293	GA45B_HUMAN	reviewed	160	17,818	GADD45B
P51570	GALK1_HUMAN	reviewed	392	42,272	GALK1
P09958	FURIN_HUMAN	reviewed	794	86,678	FURIN
Q9H4G4	GAPR1_HUMAN	reviewed	154	17,218	GLIPR2
A0A2Z4LIS9	FXO3B_HUMAN	reviewed	290	29,900	FOXO3B
Q8N157	AHI1_HUMAN	reviewed	1196	137,115	AHI1
Q15847	ADIRF_HUMAN	reviewed	76	7,855	ADIRF
Q8N6H7	ARFG2_HUMAN	reviewed	521	56,720	ARFGAP2
P30533	AMRP_HUMAN	reviewed	357	41,466	LRPAP1
Q8IYS0	ASTRC_HUMAN	reviewed	662	76,035	GRAMD1C
Q3ZCQ2	AX2R_HUMAN	reviewed	193	21,682	ANXA2R
P0C671	BNIP5_HUMAN	reviewed	652	71,930	BNIP5
A4D256	CC14C_HUMAN	reviewed	447	51,614	CDC14C
O75952	CABYR_HUMAN	reviewed	493	52,774	CABYR
Q9P218	COKA1_HUMAN	reviewed	1284	135,830	COL20A1
O00230	CORT_HUMAN	reviewed	105	11,532	CORT
Q9H0A8	COMD4_HUMAN	reviewed	199	21,764	COMMD4
Q6UWE3	COLL2_HUMAN	reviewed	100	10,812	CLPSL2
Q8N668	COMD1_HUMAN	reviewed	190	21,178	COMMD1
Q17RW2	COOA1_HUMAN	reviewed	1714	175,496	COL24A1
P99999	CYC_HUMAN	reviewed	105	11,749	CYCS
Q69YQ0	CYTSA_HUMAN	reviewed	1117	124,602	SPECC1L
Q99418	CYH2_HUMAN	reviewed	400	46,546	CYTH2
Q717R9	CYS1_HUMAN	reviewed	158	16,393	CYS1
Q8NG35	D105A_HUMAN	reviewed	78	8,923	DEFB105A; DEFB105B
P0CZ25	D10OS_HUMAN	reviewed	163	17,537	DNAH10OS
Q9H0L4	CSTFT_HUMAN	reviewed	616	64,437	CSTF2T
Q7Z7B8	DB128_HUMAN	reviewed	93	10,650	DEFB128
Q9H8H2	DDX31_HUMAN	reviewed	851	94,087	DDX31
