label;Anatomy;DegreeRange;region_name;hemisphere
6474;Q03164;Unknown;KMT2A_HUMAN;left
6475;P06276;Unknown;CHLE_HUMAN;left
6476;Q8NC54;Unknown;KCT2_HUMAN;left
6477;Q8NBZ7;Unknown;UXS1_HUMAN;left
6478;Q9NVK5;Unknown;FGOP2_HUMAN;left
6479;P48723;Unknown;HSP13_HUMAN;left
6480;Q53S33;Unknown;BOLA3_HUMAN;left
6481;Q8N9I0;Unknown;SYT2_HUMAN;left
6482;O60449;Unknown;LY75_HUMAN;left
6483;Q9UP83;Unknown;COG5_HUMAN;left
6484;O43521;Unknown;B2L11_HUMAN;left
6485;Q13454;Unknown;TUSC3_HUMAN;left
6486;P14174;Unknown;MIF_HUMAN;left
6487;Q9UBS0;Unknown;KS6B2_HUMAN;left
6488;P54646;Unknown;AAPK2_HUMAN;left
6489;P08F94;Unknown;PKHD1_HUMAN;left
6490;Q9ULM3;Unknown;YETS2_HUMAN;left
6491;Q99102;Unknown;MUC4_HUMAN;left
6492;Q5HYW2;Unknown;NHSL2_HUMAN;left
6493;O95622;Unknown;ADCY5_HUMAN;left
6494;Q8WUD1;Unknown;RAB2B_HUMAN;left
6495;Q96AT9;Unknown;RPE_HUMAN;left
6496;Q9Y5N6;Unknown;ORC6_HUMAN;left
6497;P04798;Unknown;CP1A1_HUMAN;left
6498;P04839;Unknown;CY24B_HUMAN;left
6499;P14621;Unknown;ACYP2_HUMAN;left
6500;Q9H0P0;Unknown;5NT3A_HUMAN;left
6501;Q9GZN1;Unknown;ARP6_HUMAN;left
6502;Q7LBR1;Unknown;CHM1B_HUMAN;left
6503;Q00537;Unknown;CDK17_HUMAN;left
6504;Q5XXA6;Unknown;ANO1_HUMAN;left
6505;Q9H993;Unknown;ARMT1_HUMAN;left
6506;Q9Y3T6;Unknown;R3HC1_HUMAN;left
6507;Q8NDZ0;Unknown;BEND2_HUMAN;left
6508;Q96L93;Unknown;KI16B_HUMAN;left
6509;Q5VT25;Unknown;MRCKA_HUMAN;left
6510;O14562;Unknown;UBFD1_HUMAN;left
6511;P10176;Unknown;COX8A_HUMAN;left
6512;Q969W8;Unknown;ZN566_HUMAN;left
6513;O75896;Unknown;TUSC2_HUMAN;left
6514;Q99985;Unknown;SEM3C_HUMAN;left
6515;Q9NX08;Unknown;COMD8_HUMAN;left
6516;Q9H7U1;Unknown;CCSE2_HUMAN;left
6517;Q15124;Unknown;PGM5_HUMAN;left
6518;Q9Y2H2;Unknown;SAC2_HUMAN;left
6519;O60308;Unknown;CE104_HUMAN;left
6520;Q9UKN7;Unknown;MYO15_HUMAN;left
6521;Q96LW7;Unknown;CAR19_HUMAN;left
6522;Q15853;Unknown;USF2_HUMAN;left
6523;O14910;Unknown;LIN7A_HUMAN;left
6524;Q9H9Y2;Unknown;RPF1_HUMAN;left
6525;O60244;Unknown;MED14_HUMAN;left
6526;Q9NRY4;Unknown;RHG35_HUMAN;left
6527;Q6ZW49;Unknown;PAXI1_HUMAN;left
6528;Q06330;Unknown;SUH_HUMAN;left
6529;P14060;Unknown;3BHS1_HUMAN;left
6530;O75128;Unknown;COBL_HUMAN;left
6531;Q96BW9;Unknown;TAM41_HUMAN;left
6532;Q9H8J5;Unknown;MANS1_HUMAN;left
6533;Q9UHD2;Unknown;TBK1_HUMAN;left
6534;Q15723;Unknown;ELF2_HUMAN;left
6535;Q9NZD8;Unknown;SPG21_HUMAN;left
6536;Q6ZRK6;Unknown;CCD73_HUMAN;left
6537;P51513;Unknown;NOVA1_HUMAN;left
6538;Q969G6;Unknown;RIFK_HUMAN;left
6539;Q02447;Unknown;SP3_HUMAN;left
6540;Q8WWV3;Unknown;RT4I1_HUMAN;left
6541;Q9H082;Unknown;RB33B_HUMAN;left
6542;Q14964;Unknown;RB39A_HUMAN;left
6543;P78552;Unknown;I13R1_HUMAN;left
6544;Q96F85;Unknown;CNRP1_HUMAN;left
6545;Q92575;Unknown;UBXN4_HUMAN;left
6546;O15347;Unknown;HMGB3_HUMAN;left
6547;P46776;Unknown;RL27A_HUMAN;left
6548;P20648;Unknown;ATP4A_HUMAN;left
6549;Q9Y2Y9;Unknown;KLF13_HUMAN;left
6550;Q8WZA0;Unknown;LZIC_HUMAN;left
6551;Q9Y587;Unknown;AP4S1_HUMAN;left
6552;Q14686;Unknown;NCOA6_HUMAN;left
6553;Q58EX2;Unknown;SDK2_HUMAN;left
6554;Q03188;Unknown;CENPC_HUMAN;left
6555;Q9BS18;Unknown;APC13_HUMAN;left
6556;Q8TC44;Unknown;POC1B_HUMAN;left
6557;Q9Y303;Unknown;NAGA_HUMAN;left
6558;Q9Y274;Unknown;SIA10_HUMAN;left
6559;P05387;Unknown;RLA2_HUMAN;left
6560;Q9NZJ6;Unknown;COQ3_HUMAN;left
6561;Q16718;Unknown;NDUA5_HUMAN;left
6562;P40189;Unknown;IL6RB_HUMAN;left
6563;O00750;Unknown;P3C2B_HUMAN;left
6564;P35555;Unknown;FBN1_HUMAN;left
6565;Q96AE7;Unknown;TTC17_HUMAN;left
6566;Q7Z6I6;Unknown;RHG30_HUMAN;left
6567;P52895;Unknown;AK1C2_HUMAN;left
6568;Q9H7X7;Unknown;IFT22_HUMAN;left
6569;Q8N2H3;Unknown;PYRD2_HUMAN;left
6570;Q9UBX0;Unknown;HESX1_HUMAN;left
6571;Q8TED1;Unknown;GPX8_HUMAN;left
6572;Q96GX5;Unknown;GWL_HUMAN;left
6573;Q9H4L7;Unknown;SMRCD_HUMAN;left
6574;Q96CB9;Unknown;NSUN4_HUMAN;left
6575;Q4KWH8;Unknown;PLCH1_HUMAN;left
6576;Q8ND90;Unknown;PNMA1_HUMAN;left
6577;O60238;Unknown;BNI3L_HUMAN;left
6578;Q12983;Unknown;BNIP3_HUMAN;left
6579;P13598;Unknown;ICAM2_HUMAN;left
6580;Q9Y2I7;Unknown;FYV1_HUMAN;left
6581;P49815;Unknown;TSC2_HUMAN;left
6582;Q9P0Z9;Unknown;SOX_HUMAN;left
6583;Q8NCF5;Unknown;NF2IP_HUMAN;left
6584;P36405;Unknown;ARL3_HUMAN;left
6585;Q8TCB0;Unknown;IFI44_HUMAN;left
6586;P52429;Unknown;DGKE_HUMAN;left
6587;O00258;Unknown;GET1_HUMAN;left
6588;P29016;Unknown;CD1B_HUMAN;left
6589;P16220;Unknown;CREB1_HUMAN;left
6590;Q9UG56;Unknown;PISD_HUMAN;left
6591;Q15620;Unknown;OR8B8_HUMAN;left
6592;Q86Y07;Unknown;VRK2_HUMAN;left
6593;Q9BXL5;Unknown;HEMGN_HUMAN;left
6594;Q9UGL1;Unknown;KDM5B_HUMAN;left
6595;Q9H6B1;Unknown;Z385D_HUMAN;left
6596;P22694;Unknown;KAPCB_HUMAN;left
6597;Q9Y6Q5;Unknown;AP1M2_HUMAN;left
6598;O95396;Unknown;MOCS3_HUMAN;left
6599;Q9H171;Unknown;ZBP1_HUMAN;left
6600;O43482;Unknown;MS18B_HUMAN;left
6601;Q49AH0;Unknown;CDNF_HUMAN;left
6602;O25093;Unknown;PSEFG_HELPY;left
6603;Q14865;Unknown;ARI5B_HUMAN;left
6604;Q5VZ89;Unknown;DEN4C_HUMAN;left
6605;Q6ICG6;Unknown;K0930_HUMAN;left
6606;Q9NVX2;Unknown;NLE1_HUMAN;left
6607;Q3SY77;Unknown;UD3A2_HUMAN;left
6608;Q96N64;Unknown;PWP2A_HUMAN;left
6609;P82921;Unknown;RT21_HUMAN;left
6610;Q9UPN7;Unknown;PP6R1_HUMAN;left
6611;Q9NWX5;Unknown;ASB6_HUMAN;left
6612;Q9NZQ7;Unknown;PD1L1_HUMAN;left
6613;Q6PIW4;Unknown;FIGL1_HUMAN;left
6614;Q6UY14;Unknown;ATL4_HUMAN;left
6615;Q5RI15;Unknown;COX20_HUMAN;left
6616;Q9Y232;Unknown;CDYL_HUMAN;left
6617;Q15427;Unknown;SF3B4_HUMAN;left
6618;Q9UPW5;Unknown;CBPC1_HUMAN;left
6619;P00326;Unknown;ADH1G_HUMAN;left
6620;Q9UJC3;Unknown;HOOK1_HUMAN;left
6621;Q9BTA9;Unknown;WAC_HUMAN;left
6622;P55061;Unknown;BI1_HUMAN;left
6623;O14638;Unknown;ENPP3_HUMAN;left
6624;Q9Y5Z9;Unknown;UBIA1_HUMAN;left
6625;Q8NDL9;Unknown;CBPC5_HUMAN;left
6626;Q8NDX1;Unknown;PSD4_HUMAN;left
6627;Q15819;Unknown;UB2V2_HUMAN;left
6628;P19634;Unknown;SL9A1_HUMAN;left
6629;Q8NHP6;Unknown;MSPD2_HUMAN;left
6630;Q7Z401;Unknown;MYCPP_HUMAN;left
6631;Q7Z2W9;Unknown;RM21_HUMAN;left
6632;P78524;Unknown;DEN2B_HUMAN;left
6633;Q9C0B6;Unknown;BRNP2_HUMAN;left
6634;Q13885;Unknown;TBB2A_HUMAN;left
6635;P68371;Unknown;TBB4B_HUMAN;left
6636;Q9BVA1;Unknown;TBB2B_HUMAN;left
6637;Q9NX47;Unknown;MARH5_HUMAN;left
6638;Q5T3J3;Unknown;LRIF1_HUMAN;left
6639;Q02750;Unknown;MP2K1_HUMAN;left
6640;O75884;Unknown;RBBP9_HUMAN;left
6641;Q96MH6;Unknown;TMM68_HUMAN;left
6642;Q9Y3P8;Unknown;SIT1_HUMAN;left
6643;Q16514;Unknown;TAF12_HUMAN;left
6644;Q9Y2Z2;Unknown;MTO1_HUMAN;left
6645;P19793;Unknown;RXRA_HUMAN;left
6646;P42658;Unknown;DPP6_HUMAN;left
6647;Q9H0F7;Unknown;ARL6_HUMAN;left
6648;O15504;Unknown;NUP42_HUMAN;left
6649;Q9H967;Unknown;WDR76_HUMAN;left
6650;Q7Z6V5;Unknown;ADAT2_HUMAN;left
6651;Q06828;Unknown;FMOD_HUMAN;left
6652;Q96MY1;Unknown;NOL4L_HUMAN;left
6653;Q58EX7;Unknown;PKHG4_HUMAN;left
6654;Q9Y6N1;Unknown;COX11_HUMAN;left
6655;O00220;Unknown;TR10A_HUMAN;left
6656;Q8NE09;Unknown;RGS22_HUMAN;left
6657;Q9UMR2;Unknown;DD19B_HUMAN;left
6658;Q9BPW4;Unknown;APOL4_HUMAN;left
6659;Q9HD89;Unknown;RETN_HUMAN;left
6660;O75528;Unknown;TADA3_HUMAN;left
6661;Q9BX67;Unknown;JAM3_HUMAN;left
6662;Q5T601;Unknown;AGRF1_HUMAN;left
6663;O14686;Unknown;KMT2D_HUMAN;left
6664;Q9HCM3;Unknown;K1549_HUMAN;left
6665;P49116;Unknown;NR2C2_HUMAN;left
6666;Q562E7;Unknown;WDR81_HUMAN;left
6667;P59190;Unknown;RAB15_HUMAN;left
6668;Q9BV73;Unknown;CP250_HUMAN;left
6669;Q9Y3C0;Unknown;WASC3_HUMAN;left
6670;Q5W111;Unknown;SPRY7_HUMAN;left
6671;Q3ZCW2;Unknown;LEGL_HUMAN;left
6672;Q9H0A6;Unknown;RNF32_HUMAN;left
6673;Q53LP3;Unknown;SWAHC_HUMAN;left
6674;Q9UJX4;Unknown;APC5_HUMAN;left
6675;Q9NXE8;Unknown;CWC25_HUMAN;left
6676;Q9Y233;Unknown;PDE10_HUMAN;left
6677;Q9BXX2;Unknown;AN30B_HUMAN;left
6678;P57075;Unknown;UBS3A_HUMAN;left
6679;Q9C0F1;Unknown;CEP44_HUMAN;left
6680;P31994;Unknown;FCG2B_HUMAN;left
6681;Q8WUX9;Unknown;CHMP7_HUMAN;left
6682;Q9Y657;Unknown;SPIN1_HUMAN;left
6683;Q9NVA4;Unknown;T184C_HUMAN;left
6684;Q9NWZ3;Unknown;IRAK4_HUMAN;left
6685;Q8TC26;Unknown;TM163_HUMAN;left
6686;Q8WY91;Unknown;THAP4_HUMAN;left
6687;Q96FF9;Unknown;CDCA5_HUMAN;left
6688;Q8IVT5;Unknown;KSR1_HUMAN;left
6689;O15239;Unknown;NDUA1_HUMAN;left
6690;O14646;Unknown;CHD1_HUMAN;left
6691;Q68CZ1;Unknown;FTM_HUMAN;left
6692;Q9NP80;Unknown;PLPL8_HUMAN;left
6693;Q96DX5;Unknown;ASB9_HUMAN;left
6694;Q96KR6;Unknown;F210B_HUMAN;left
6695;O95428;Unknown;PPN_HUMAN;left
6696;Q9NPR2;Unknown;SEM4B_HUMAN;left
6697;Q9GZZ9;Unknown;UBA5_HUMAN;left
6698;Q96FC7;Unknown;PHIPL_HUMAN;left
6699;P35609;Unknown;ACTN2_HUMAN;left
6700;Q9NXR7;Unknown;BABA2_HUMAN;left
6701;Q96QS3;Unknown;ARX_HUMAN;left
6702;Q9P1W8;Unknown;SIRPG_HUMAN;left
6703;Q9UNE0;Unknown;EDAR_HUMAN;left
6704;Q12972;Unknown;PP1R8_HUMAN;left
6705;P45984;Unknown;MK09_HUMAN;left
6706;Q86SQ4;Unknown;AGRG6_HUMAN;left
6707;Q70IA6;Unknown;MOB2_HUMAN;left
6708;Q6XUX3;Unknown;DUSTY_HUMAN;left
6709;Q96AA3;Unknown;RFT1_HUMAN;left
6710;Q9NSY1;Unknown;BMP2K_HUMAN;left
6711;Q9HCM2;Unknown;PLXA4_HUMAN;left
6712;O43914;Unknown;TYOBP_HUMAN;left
6713;Q03013;Unknown;GSTM4_HUMAN;left
6714;Q15526;Unknown;SURF1_HUMAN;left
6715;Q13432;Unknown;U119A_HUMAN;left
6716;P06858;Unknown;LIPL_HUMAN;left
6717;P98095;Unknown;FBLN2_HUMAN;left
6718;Q5K651;Unknown;SAMD9_HUMAN;left
6719;P49761;Unknown;CLK3_HUMAN;left
6720;P51825;Unknown;AFF1_HUMAN;left
6721;P0C091;Unknown;FREM3_HUMAN;left
6722;Q96Q83;Unknown;ALKB3_HUMAN;left
6723;Q8NEZ4;Unknown;KMT2C_HUMAN;left
6724;Q15223;Unknown;NECT1_HUMAN;left
6725;P61218;Unknown;RPAB2_HUMAN;left
6726;Q9Y4F1;Unknown;FARP1_HUMAN;left
6727;Q9NYQ6;Unknown;CELR1_HUMAN;left
6728;Q96EW2;Unknown;HBAP1_HUMAN;left
6729;Q86WQ0;Unknown;NR2CA_HUMAN;left
6730;O14983;Unknown;AT2A1_HUMAN;left
6731;P56157;Unknown;DPO3A_HELPY;left
6732;Q8IY31;Unknown;IFT20_HUMAN;left
6733;Q9UGC7;Unknown;RF1ML_HUMAN;left
6734;P32321;Unknown;DCTD_HUMAN;left
6735;P45877;Unknown;PPIC_HUMAN;left
6736;P56962;Unknown;STX17_HUMAN;left
6737;Q9UL40;Unknown;ZN346_HUMAN;left
6738;P78504;Unknown;JAG1_HUMAN;left
6739;P19075;Unknown;TSN8_HUMAN;left
6740;O75964;Unknown;ATP5L_HUMAN;left
6741;Q9HAP2;Unknown;MLXIP_HUMAN;left
6742;Q8N465;Unknown;D2HDH_HUMAN;left
6743;O75251;Unknown;NDUS7_HUMAN;left
6744;Q8TAD4;Unknown;ZNT5_HUMAN;left
6745;Q4G176;Unknown;ACSF3_HUMAN;left
6746;Q13291;Unknown;SLAF1_HUMAN;left
6747;Q07820;Unknown;MCL1_HUMAN;left
6748;Q9UBR2;Unknown;CATZ_HUMAN;left
6749;P51157;Unknown;RAB28_HUMAN;left
6750;O94916;Unknown;NFAT5_HUMAN;left
6751;Q4KMQ2;Unknown;ANO6_HUMAN;left
6752;Q6ZMW3;Unknown;EMAL6_HUMAN;left
6753;O95081;Unknown;AGFG2_HUMAN;left
6754;P21127;Unknown;CD11B_HUMAN;left
6755;Q99807;Unknown;COQ7_HUMAN;left
6756;Q8IY95;Unknown;TM192_HUMAN;left
6757;Q9UIB8;Unknown;SLAF5_HUMAN;left
6758;O43639;Unknown;NCK2_HUMAN;left
6759;P21817;Unknown;RYR1_HUMAN;left
6760;P10620;Unknown;MGST1_HUMAN;left
6761;Q9BW62;Unknown;KATL1_HUMAN;left
6762;P14416;Unknown;DRD2_HUMAN;left
6763;Q38SD2;Unknown;LRRK1_HUMAN;left
6764;Q9NZU0;Unknown;FLRT3_HUMAN;left
6765;Q9BUZ4;Unknown;TRAF4_HUMAN;left
6766;Q2VIR3;Unknown;IF2GL_HUMAN;left
6767;O00757;Unknown;F16P2_HUMAN;left
6768;P41594;Unknown;GRM5_HUMAN;left
6769;Q9UM13;Unknown;APC10_HUMAN;left
6770;Q9H8P0;Unknown;PORED_HUMAN;left
6771;O14810;Unknown;CPLX1_HUMAN;left
6772;Q14324;Unknown;MYPC2_HUMAN;left
6773;Q15053;Unknown;K0040_HUMAN;left
6774;Q96PU5;Unknown;NED4L_HUMAN;left
6775;Q9BYW2;Unknown;SETD2_HUMAN;left
6776;P27930;Unknown;IL1R2_HUMAN;left
6777;Q969F1;Unknown;TF3C6_HUMAN;left
6778;P68400;Unknown;CSK21_HUMAN;left
6779;Q96JB3;Unknown;HIC2_HUMAN;left
6780;P09619;Unknown;PGFRB_HUMAN;left
6781;Q15629;Unknown;TRAM1_HUMAN;left
6782;Q8WVI7;Unknown;PPR1C_HUMAN;left
6783;P35556;Unknown;FBN2_HUMAN;left
6784;Q12884;Unknown;SEPR_HUMAN;left
6785;O60293;Unknown;ZC3H1_HUMAN;left
6786;P40879;Unknown;S26A3_HUMAN;left
6787;P55008;Unknown;AIF1_HUMAN;left
6788;Q9BTX1;Unknown;NDC1_HUMAN;left
6789;P60985;Unknown;KTDAP_HUMAN;left
6790;O43292;Unknown;GPAA1_HUMAN;left
6791;Q9UHP9;Unknown;SMPX_HUMAN;left
6792;Q8N3K9;Unknown;CMYA5_HUMAN;left
6793;P15336;Unknown;ATF2_HUMAN;left
6794;Q9UQ84;Unknown;EXO1_HUMAN;left
6795;P41567;Unknown;EIF1_HUMAN;left
6796;Q9H7B2;Unknown;RPF2_HUMAN;left
6797;Q96RY7;Unknown;IF140_HUMAN;left
6798;Q9C002;Unknown;NMES1_HUMAN;left
6799;Q8N4Q1;Unknown;MIA40_HUMAN;left
6800;P22492;Unknown;H1T_HUMAN;left
6801;P56181;Unknown;NDUV3_HUMAN;left
6802;Q9ULQ0;Unknown;STRP2_HUMAN;left
6803;Q9P2B4;Unknown;CT2NL_HUMAN;left
6804;Q9H7Z6;Unknown;KAT8_HUMAN;left
6805;O14933;Unknown;UB2L6_HUMAN;left
6806;Q8N668;Unknown;COMD1_HUMAN;left
6807;Q6ZU15;Unknown;SEP14_HUMAN;left
6808;P62847;Unknown;RS24_HUMAN;left
6809;Q96DX4;Unknown;RSPRY_HUMAN;left
6810;Q9H3Y8;Unknown;PPDPF_HUMAN;left
6811;P16671;Unknown;CD36_HUMAN;left
6812;Q9H361;Unknown;PABP3_HUMAN;left
6813;P51587;Unknown;BRCA2_HUMAN;left
6814;Q9BYC9;Unknown;RM20_HUMAN;left
6815;Q5TBB1;Unknown;RNH2B_HUMAN;left
6816;P01266;Unknown;THYG_HUMAN;left
6817;Q9NXX6;Unknown;NSE4A_HUMAN;left
6818;O60487;Unknown;MPZL2_HUMAN;left
6819;O15228;Unknown;GNPAT_HUMAN;left
6820;Q9Y2G8;Unknown;DJC16_HUMAN;left
6821;Q96IX5;Unknown;ATPMK_HUMAN;left
6822;P61927;Unknown;RL37_HUMAN;left
6823;A8MTT3;Unknown;CEBOS_HUMAN;left
6824;Q8NDV3;Unknown;SMC1B_HUMAN;left
6825;E7ERA6;Unknown;RN223_HUMAN;left
6826;P36955;Unknown;PEDF_HUMAN;left
6827;Q16254;Unknown;E2F4_HUMAN;left
6828;Q92828;Unknown;COR2A_HUMAN;left
6829;Q9Y4J8;Unknown;DTNA_HUMAN;left
6830;P17302;Unknown;CXA1_HUMAN;left
6831;Q6ISB3;Unknown;GRHL2_HUMAN;left
6832;Q6PI26;Unknown;SHQ1_HUMAN;left
6833;Q8NFZ5;Unknown;TNIP2_HUMAN;left
6834;Q99666;Unknown;RGPD5_HUMAN;left
6835;O95716;Unknown;RAB3D_HUMAN;left
6836;Q9HD23;Unknown;MRS2_HUMAN;left
6837;Q96PE2;Unknown;ARHGH_HUMAN;left
6838;Q14145;Unknown;KEAP1_HUMAN;left
6839;Q14207;Unknown;NPAT_HUMAN;left
6840;P09958;Unknown;FURIN_HUMAN;left
6841;O60245;Unknown;PCDH7_HUMAN;left
6842;Q9HA92;Unknown;RSAD1_HUMAN;left
6843;Q8WX94;Unknown;NALP7_HUMAN;left
6844;P46531;Unknown;NOTC1_HUMAN;left
6845;Q9NZC7;Unknown;WWOX_HUMAN;left
6846;P18564;Unknown;ITB6_HUMAN;left
6847;O75462;Unknown;CRLF1_HUMAN;left
6848;O14931;Unknown;NCTR3_HUMAN;left
6849;Q9NVH2;Unknown;INT7_HUMAN;left
6850;O75914;Unknown;PAK3_HUMAN;left
6851;Q9HB09;Unknown;B2L12_HUMAN;left
6852;Q9H4B8;Unknown;DPEP3_HUMAN;left
6853;O96006;Unknown;ZBED1_HUMAN;left
6854;P51810;Unknown;GP143_HUMAN;left
6855;Q99549;Unknown;MPP8_HUMAN;left
6856;Q9HD15;Unknown;SRA1_HUMAN;left
6857;Q86WN1;Unknown;FCSD1_HUMAN;left
6858;Q9BV79;Unknown;MECR_HUMAN;left
6859;Q6XD76;Unknown;ASCL4_HUMAN;left
6860;Q9BSF4;Unknown;TIM29_HUMAN;left
6861;Q6P1X6;Unknown;CH082_HUMAN;left
6862;Q6UX07;Unknown;DHR13_HUMAN;left
6863;Q9BTZ2;Unknown;DHRS4_HUMAN;left
6864;Q53FT3;Unknown;HIKES_HUMAN;left
6865;Q12830;Unknown;BPTF_HUMAN;left
6866;Q6ZS81;Unknown;WDFY4_HUMAN;left
6867;Q96R06;Unknown;SPAG5_HUMAN;left
6868;Q6R2W3;Unknown;SCND3_HUMAN;left
6869;Q8N5J2;Unknown;MINY1_HUMAN;left
6870;Q9Y3C5;Unknown;RNF11_HUMAN;left
6871;O96004;Unknown;HAND1_HUMAN;left
6872;Q92839;Unknown;HYAS1_HUMAN;left
6873;Q9H1K4;Unknown;GHC2_HUMAN;left
6874;Q9UBV7;Unknown;B4GT7_HUMAN;left
6875;P33076;Unknown;C2TA_HUMAN;left
6876;Q96EN8;Unknown;MOCOS_HUMAN;left
6877;Q9BYX4;Unknown;IFIH1_HUMAN;left
6878;O60504;Unknown;VINEX_HUMAN;left
6879;Q8IW41;Unknown;MAPK5_HUMAN;left
6880;Q8TD08;Unknown;MK15_HUMAN;left
6881;Q9Y6H1;Unknown;CHCH2_HUMAN;left
6882;Q14533;Unknown;KRT81_HUMAN;left
6883;Q8NEC7;Unknown;GSTCD_HUMAN;left
6884;Q9H3H5;Unknown;GPT_HUMAN;left
6885;O15260;Unknown;SURF4_HUMAN;left
6886;Q8WZ73;Unknown;RFFL_HUMAN;left
6887;Q86YV9;Unknown;HPS6_HUMAN;left
6888;Q70Z53;Unknown;F10C1_HUMAN;left
6889;Q9H8G2;Unknown;CAAP1_HUMAN;left
6890;Q5VT06;Unknown;CE350_HUMAN;left
6891;O95249;Unknown;GOSR1_HUMAN;left
6892;Q9NQW1;Unknown;SC31B_HUMAN;left
6893;O43583;Unknown;DENR_HUMAN;left
6894;O15554;Unknown;KCNN4_HUMAN;left
6895;Q8NHZ8;Unknown;CDC26_HUMAN;left
6896;Q969R2;Unknown;OSBP2_HUMAN;left
6897;P41091;Unknown;IF2G_HUMAN;left
6898;Q9UM44;Unknown;HHLA2_HUMAN;left
6899;Q8N5R6;Unknown;CCD33_HUMAN;left
6900;Q9H1K0;Unknown;RBNS5_HUMAN;left
6901;Q96MZ0;Unknown;GD1L1_HUMAN;left
6902;P56524;Unknown;HDAC4_HUMAN;left
6903;Q9UKY0;Unknown;PRND_HUMAN;left
6904;Q7Z3B4;Unknown;NUP54_HUMAN;left
6905;Q8N5G2;Unknown;MACOI_HUMAN;left
6906;O94813;Unknown;SLIT2_HUMAN;left
6907;O75094;Unknown;SLIT3_HUMAN;left
6908;Q16595;Unknown;FRDA_HUMAN;left
6909;Q5T4B2;Unknown;GT253_HUMAN;left
6910;P40426;Unknown;PBX3_HUMAN;left
6911;Q9Y4Y9;Unknown;LSM5_HUMAN;left
6912;Q8TDY2;Unknown;RBCC1_HUMAN;left
6913;Q9UQ13;Unknown;SHOC2_HUMAN;left
6914;P54821;Unknown;PRRX1_HUMAN;left
6915;Q9NQX4;Unknown;MYO5C_HUMAN;left
6916;P63218;Unknown;GBG5_HUMAN;left
6917;P47813;Unknown;IF1AX_HUMAN;left
6918;P01040;Unknown;CYTA_HUMAN;left
6919;O43657;Unknown;TSN6_HUMAN;left
6920;Q8TAV3;Unknown;CP2W1_HUMAN;left
6921;Q9UNH6;Unknown;SNX7_HUMAN;left
6922;Q96JH7;Unknown;VCIP1_HUMAN;left
6923;O75419;Unknown;CDC45_HUMAN;left
6924;O94964;Unknown;SOGA1_HUMAN;left
6925;P80511;Unknown;S10AC_HUMAN;left
6926;Q5MIZ7;Unknown;P4R3B_HUMAN;left
6927;Q9P2K8;Unknown;E2AK4_HUMAN;left
6928;Q9NW15;Unknown;ANO10_HUMAN;left
6929;Q6UX06;Unknown;OLFM4_HUMAN;left
6930;Q6ZMJ2;Unknown;SCAR5_HUMAN;left
6931;O95714;Unknown;HERC2_HUMAN;left
6932;Q86XR8;Unknown;CEP57_HUMAN;left
6933;Q9H8U3;Unknown;ZFAN3_HUMAN;left
6934;Q2I0M4;Unknown;LRC26_HUMAN;left
6935;Q9BVL4;Unknown;SELO_HUMAN;left
6936;Q01860;Unknown;PO5F1_HUMAN;left
6937;Q8WXE0;Unknown;CSKI2_HUMAN;left
6938;Q9BSJ6;Unknown;PIMRE_HUMAN;left
6939;Q99755;Unknown;PI51A_HUMAN;left
6940;Q9NP66;Unknown;HM20A_HUMAN;left
6941;P23352;Unknown;KALM_HUMAN;left
6942;Q9P2S5;Unknown;WRP73_HUMAN;left
6943;A0PJW6;Unknown;TM223_HUMAN;left
6944;Q9BS16;Unknown;CENPK_HUMAN;left
6945;Q9H0V9;Unknown;LMA2L_HUMAN;left
6946;P34910;Unknown;EVI2B_HUMAN;left
6947;Q6PCB7;Unknown;S27A1_HUMAN;left
6948;Q9Y291;Unknown;RT33_HUMAN;left
6949;Q9Y343;Unknown;SNX24_HUMAN;left
6950;Q15771;Unknown;RAB30_HUMAN;left
6951;O15360;Unknown;FANCA_HUMAN;left
6952;Q4G148;Unknown;GXLT1_HUMAN;left
6953;Q86UN3;Unknown;R4RL2_HUMAN;left
6954;Q9NSK7;Unknown;CS012_HUMAN;left
6955;Q86UT6;Unknown;NLRX1_HUMAN;left
6956;O94782;Unknown;UBP1_HUMAN;left
6957;Q9Y6K0;Unknown;CEPT1_HUMAN;left
6958;O95497;Unknown;VNN1_HUMAN;left
6959;Q15036;Unknown;SNX17_HUMAN;left
6960;Q06520;Unknown;ST2A1_HUMAN;left
6961;Q8WXR4;Unknown;MYO3B_HUMAN;left
6962;P21583;Unknown;SCF_HUMAN;left
6963;Q96BF3;Unknown;TMIG2_HUMAN;left
6964;Q12840;Unknown;KIF5A_HUMAN;left
6965;Q07092;Unknown;COGA1_HUMAN;left
6966;Q96D05;Unknown;F241B_HUMAN;left
6967;Q1L5Z9;Unknown;LONF2_HUMAN;left
6968;O94887;Unknown;FARP2_HUMAN;left
6969;Q9NRP7;Unknown;STK36_HUMAN;left
6970;Q9NRR8;Unknown;C42S1_HUMAN;left
6971;Q6P3R8;Unknown;NEK5_HUMAN;left
6972;Q8WUM9;Unknown;S20A1_HUMAN;left
6973;A2A288;Unknown;ZC12D_HUMAN;left
6974;Q9H2H9;Unknown;S38A1_HUMAN;left
6975;Q49B96;Unknown;COX19_HUMAN;left
6976;Q92918;Unknown;M4K1_HUMAN;left
6977;Q4KMG0;Unknown;CDON_HUMAN;left
6978;Q8NG68;Unknown;TTL_HUMAN;left
6979;P28906;Unknown;CD34_HUMAN;left
